crash_id,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year
16731973,26,w - white,1 - male,0,n - not injured,mc - motorcycle,whi - white,harley-davidson,fld,2
16733971,40,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,ktm,1290,2018
16998943,47,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxstsi,2006
16717650,29,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,red - red,honda,cbr600,2003
16717822,26,i - amer. indian/alaskan native,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,1994
16718568,52,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx1300,2004
16719869,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2002
16724228,36,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,flhxi,2016
16725085,56,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,xl883,2002
16725860,64,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhri,2002
16726009,31,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2006
16727034,25,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzf600,2
16718315,54,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flstni,2006
16718434,56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhs,2016
16718727,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,ninja zx,2008
16720262,67,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,indian motorcycle co.,chief,2016
16720327,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,2003
16720978,39,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flt,2016
16721066,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,yamaha,yzfr1,1999
16721127,29,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2013
16724049,33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,vtx1300,2003
16726532,28,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2007
16726570,33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fls,2009
16727279,36,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,fld,2001
16727685,54,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,indian motorcycle co.,scout,2017
16733877,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fls,2017
17107267,24,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,c-series,2004
16723832,21,w - white,1 - male,0,n - not injured,mc - motorcycle,ple - purple,honda,cbr650,1995
16726343,36,i - amer. indian/alaskan native,1 - male,0,a - suspected serious injury,mc - motorcycle,99 - unknown,suzuki,gsx,2001
16731136,45,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xv1900,2008
16734769,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,harley-davidson,flst,2006
16736648,32,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2016
16737082,36,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,bw200,2012
16725455,61,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,bmw,r1200,1996
16727248,25,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,ducati,m900,2002
16728079,46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2007
16729424,63,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flht,1973
16732479,50,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,kawasaki,vulcan 2000,2006
16732495,20,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr500,2013
16733553,27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,ctx1300,2014
16733901,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2018
16733349,20,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,kawasaki,ex250,2007
16730535,22,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,kawasaki,ninja zx,2015
16736084,40,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,flt,2018
16732012,47,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fls,2013
16732367,35,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,fld,2014
16734560,42,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,xls,2014
16736903,35,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzfr1,2006
18164385,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,rx50,2002
16788102,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2013
16785862,25,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,kymco usa inc,people,2005
16981101,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,ducati,monster,2016
16779757,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,klx250,2009
16786395,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,cbr600,2006
16981111,32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,suzuki,gsx,2004
16781870,21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,yamaha,fz07,2016
16790140,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,flstn,2008
16797090,42,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhr,2013
16778672,39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flh80,2014
16790820,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flss,201
16796366,23,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,gry - gray,suzuki,gsx,2019
16799305,45,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxstsse3,2014
16799689,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs1100,2
16802235,52,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,suzuki,vl800,2012
16780443,38,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2012
16789946,31,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzfr1,2009
16785576,67,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,gl1500,2003
16790869,64,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,ducati,diavel,2014
16796266,64,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxs,2007
16797072,64,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,victory motorcycles,touring,2013
16848882,69,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs1100,2005
16919186,24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr300,2018
16777737,28,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,ex250,2011
16779604,57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2004
16780646,51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2014
16787350,35,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhr/i,2019
16793921,30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,fld,2011
16799522,24,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2008
16779526,19,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx,2007
16782687,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,trq - turquoise(blue),vespa,gts,2004
16782722,21,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2015
16791989,30,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2013
16792981,41,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,yamaha,fz07,2017
16783975,39,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fls,2016
16792387,49,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2002
16792259,37,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2004
16796681,20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2013
16793788,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xlh1200,2009
16797032,61,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,red - red,harley-davidson,flhtcuse,2006
16797650,22,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,suzuki,sv650,2001
16799931,72,w - white,1 - male,1,k - fatal injury,mc - motorcycle,red - red,yamaha,fz1,2008
16798084,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxdli,1999
16802025,40,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhtcu,2015
16848710,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,bmw,128i,2001
16800852,39,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2008
16801001,60,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2014
16863301,22,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2008
16798671,21,a - asian,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,yamaha,fz07a,2017
16801615,18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,mt-01,2018
16802692,57,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2008
16912567,40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2004
16988084,26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,vt1300,2007
16916692,62,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2018
16982308,21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx600,2008
16848346,34,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx,2006
16865359,52,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,kawasaki,ninja zx,2
16986517,29,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2014
16855293,26,a - asian,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,xvs1100,2015
16983977,59,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fls,2016
16848936,46,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,suzuki,gsx,2004
16912576,56,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,1988
16842949,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,honda,cbr600,2013
16844684,24,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,yamaha,yzfr1,2018
16846020,66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2005
16848163,61,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,gl1800,2004
17506388,50,b - black,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2004
16844770,27,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,bmw,s 1000,2018
16848148,29,b - black,1 - male,0,n - not injured,mc - motorcycle,bro - brown,harley-davidson,fld,2009
16860863,60,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2001
16863664,31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr600,2007
16984111,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gs750,2008
17055837,32,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2016
16847554,30,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,flht,2008
16852897,67,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,victory motorcycles,cross country,2014
16986300,44,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,dl100,2007
16849217,54,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flde,2018
16851844,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ple - purple,honda,gl1500,1996
16857357,26,w - white,1 - male,0,n - not injured,mc - motorcycle,sil - silver,honda,cbr1000,1999
16868223,48,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,mar - maroon,yamaha,yzfr1,2003
16843317,29,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2005
16846414,32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,yzfr1,2015
16848102,33,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,kl650,2012
16847685,32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,zx600,2002
16846908,33,98 - other,2 - female,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2012
16849052,41,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,201
16929335,25,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,yamaha,yzfr1,2003
16844708,19,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx-r600,2007
16846912,31,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2017
16855578,23,a - asian,1 - male,1,k - fatal injury,mc - motorcycle,sil - silver,kawasaki,zx600,2018
16867325,39,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2006
16865332,42,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,dr600,2005
16865751,40,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,aprilia,rsv,2015
16986700,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2009
16865454,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,yamaha,fz07,2015
17568092,52,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,1993
16851903,56,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs950,2006
16854825,29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,bmw,r series,1971
16861336,19,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2018
16856307,26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,ex300,2017
16857372,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,ninja zx,2
16859570,43,b - black,1 - male,0,n - not injured,mc - motorcycle,mar - maroon,honda,vtx1800,2003
16859586,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,vt1300,2002
16860764,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs650,2007
16857731,50,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2005
16859238,49,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fls,2017
16856250,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxb,2018
16856789,69,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,sh150,2001
16861492,34,w - white,1 - male,1,n - not injured,mc - motorcycle,blu - blue,harley-davidson,fltrx,2013
16858093,50,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,1998
16862584,23,h - hispanic,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx600,2007
16993058,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,fz6,2012
16860588,63,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,flhc,2014
16862612,43,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,bmw,g650,2013
16867264,25,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,harley-davidson,xls,2009
16863684,29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,yamaha,yzfr6,2004
16863741,35,98 - other,1 - male,1,b - suspected minor injury,pm - police motorcycle,blk - black,harley-davidson,flhpi,2018
16864848,24,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx,2018
16865011,35,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,flstc,2013
16865725,19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,fz6,201
16868132,37,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,kawasaki,ninja zx,2001
16864832,27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,2017
16866735,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,vulcan 2000,2002
16866756,57,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhx,2018
16909654,48,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,red - red,harley-davidson,flhc,2018
16912245,50,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,kawasaki,kaf300,2006
16987312,33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,honda,vtx1800,2002
16987336,32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2015
16909674,69,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flt,2018
16988402,46,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2017
16913581,52,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2018
16921809,24,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,whi - white,kawasaki,ninja zx,2015
16923841,46,h - hispanic,1 - male,1,n - not injured,pm - police motorcycle,whi - white,harley-davidson,flhc,2018
16914279,38,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,2018
16920625,47,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2013
16925283,23,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,yamaha,yzfr1,2016
16912165,22,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,honda,vt600,1997
16917251,44,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,honda,vt1100,2004
16909244,36,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,aprilia,sportcity,2009
16909744,53,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,yamaha,xvz12,2009
16911353,40,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,red - red,harley-davidson,flhtcu,201
16912201,19,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr3,2018
16916388,67,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2016
16925435,34,b - black,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,honda,s2000,2007
16911325,21,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,yamaha,yzfr1,2018
16912734,49,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,2009
16912972,48,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flhtk,2014
16916007,29,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,harley-davidson,fld,2008
16916419,47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,el250,2003
16917081,46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gld - gold,harley-davidson,xlh,2016
16910923,26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx,2006
16911342,20,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,kawasaki,zr1000,201
16919537,18,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,ninja zx,2016
16917973,47,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2008
16915935,25,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,sv650,2002
16909917,53,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,1998
16911489,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2018
16914005,46,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ple - purple,harley-davidson,flhr,1996
16917561,36,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2001
16918852,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xr1200,2018
16919208,26,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2002
16920140,27,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,kymco usa inc,compagno,2018
16929839,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxdwg,2
16911666,35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fls,2012
16912135,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cb900,2007
16917125,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,sv650,2003
16929797,28,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,honda,grom,2014
16932079,38,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,fld,201
16914674,17,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,kawasaki,kl650,2008
16918014,30,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,zr750,2017
16921482,50,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fls,2012
16921536,36,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xlh883,2016
16921964,29,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,bmw,r1200,2011
16924467,63,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,harley-davidson,flstc,2009
16930095,36,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,xlx,2015
16915351,52,99 - unknown,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2014
16917014,25,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,zx600,2017
16922021,39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2009
16931993,50,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flstc,201
16927651,56,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2004
16924860,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,bmw,r1200,2014
16925870,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,ktm,390,2018
16919096,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,fcx,2
16920586,37,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,whi - white,harley-davidson,flht,2013
16921036,36,98 - other,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,suzuki,gsx600,2006
16921790,25,99 - unknown,2 - female,1,n - not injured,mc - motorcycle,gry - gray,kawasaki,ninja zx,2018
16923336,24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yz400,1998
16927336,38,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,homemade vehicle,unknown,2004
16988950,48,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhx,2017
16924252,42,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2016
16925049,35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,american rebel,not applicable,2002
16929456,61,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2004
16924281,33,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2017
16927146,61,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,genuine scooter co.,roughhouse,2016
16929191,56,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,bmw,r1200,2005
16930569,33,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzfr1,2002
16930751,39,a - asian,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2013
16931392,25,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blu - blue,suzuki,gsx,2005
16927865,48,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,bmw,r series,2004
16928255,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,ca50,2006
16928697,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flfbs,2015
16930954,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,flstci,2016
16929088,19,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,suzuki,gsx,2004
16930628,26,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2016
16980205,27,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhc,2015
16984166,26,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2013
