crash_id,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year
18371753,28,w - white,1 - male,0,n - not injured,mc - motorcycle,gry - gray,98 - other  (explain in narrative),kawasaki,zx636 (kawasaki),2019.0
18363886,37,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),1999.0
18364137,25,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley murray inc,not applicable (harley murray inc),2017.0
18366468,11,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,klx110 (kawasaki),2019.0
18365835,36,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,xr600 (honda),2021.0
18367751,42,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,unknown (honda),2019.0
18372126,39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2019.0
18374021,32,a - asian,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),kawasaki,zr900 (kawasaki),2019.0
18364174,43,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flstfb (harley-davidson),2012.0
18364843,40,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhc (harley-davidson),2010.0
18364957,32,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),2021.0
18365591,22,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),ducati,scrambler (ducati),2015.0
18365807,44,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xls (harley-davidson),2020.0
18366457,58,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2014.0
18366668,29,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yzfr3 (yamaha),2017.0
18367627,24,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vtx1300 (honda),2005.0
18368252,23,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gw250 (suzuki),2013.0
18368957,43,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),suzuki,unknown (suzuki),2005.0
18371909,68,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),yamaha,unknown (yamaha),2020.0
18372286,56,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,gl1500 (honda),1999.0
18375024,18,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,grom (honda),2020.0
18375105,72,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),yamaha,xvs1300 (yamaha),2015.0
18366732,25,w - white,1 - male,0,n - not injured,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,fxbb (harley-davidson),2007.0
18368383,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2009.0
18371307,53,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gs650 (suzuki),1983.0
18374613,57,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),honda,vt700 (honda),2019.0
18375112,18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr3 (yamaha),2020.0
18417126,24,w - white,1 - male,0,n - not injured,mc - motorcycle,tan - tan,98 - other  (explain in narrative),honda,unknown (honda),1976.0
18370750,20,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2005.0
18372459,23,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,vtx1300 (honda),2012.0
18369694,19,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),suzuki,unknown (suzuki),2018.0
18370963,46,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,11 - defective steering mechanism,kawasaki,unknown (kawasaki),1998.0
18370972,22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),kawasaki,en500 (kawasaki),2003.0
18371225,47,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),2009.0
18371875,59,w - white,1 - male,0,k - fatal injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,xr1200 (harley-davidson),2006.0
18371902,37,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),harley-davidson,xlh1200 (harley-davidson),2008.0
18372062,62,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,12 - defective or slick tires,harley-davidson,unknown (harley-davidson),1998.0
18372527,65,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),indian motorcycle co.,scout (indian motorcycle co.),2016.0
18373489,46,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,vn800 (kawasaki),2005.0
18374700,20,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,tea - teal(green),98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2021.0
18419503,51,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fxb (harley-davidson),2020.0
18370374,33,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2020.0
18370541,20,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),honda,cbr600 (honda),2006.0
18371155,45,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2017.0
18371966,39,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flht (harley-davidson),2012.0
18372356,22,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),ktm,250 (ktm),2018.0
18372616,65,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2009.0
18373390,24,a - asian,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ex650 (kawasaki),2016.0
18373518,40,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flht (harley-davidson),2014.0
18373861,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),ducati,unknown (ducati),2007.0
18372363,43,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhc (harley-davidson),2013.0
18372564,58,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,nc750sa (honda),2002.0
18373714,46,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2004.0
18374216,68,w - white,1 - male,1,n - not injured,mc - motorcycle,sil - silver,98 - other  (explain in narrative),indian motorcycle co.,roadmaster (indian motorcycle co.),2018.0
18374426,22,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2018.0
18374604,20,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gs500 (suzuki),2002.0
18375306,31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2008.0
18430453,33,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,fz6 (yamaha),2013.0
18422069,45,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,crf125 (honda),2021.0
18430148,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),suzuki,rm-z450 (suzuki),2016.0
18421866,53,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2004.0
18417805,42,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,vrsca (harley-davidson),2013.0
18424731,42,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhx (harley-davidson),2019.0
18427604,37,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2021.0
18429068,60,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),harley-davidson,flstf (harley-davidson),1999.0
18417087,50,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),2020.0
18420944,60,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),harley-davidson,flhtcui (harley-davidson),2002.0
18421995,50,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2015.0
18422017,44,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),1999.0
18417608,29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,fz6 (yamaha),2009.0
18418782,27,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),yamaha,fz1 (yamaha),2008.0
18434310,57,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),harley-davidson,flhc (harley-davidson),2014.0
18422262,23,b - black,1 - male,0,n - not injured,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),honda,cbr600 (honda),2003.0
18439314,57,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2017.0
18427225,44,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2020.0
18428572,45,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),harley-davidson,flde (harley-davidson),2012.0
18426064,24,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2003.0
18423690,62,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,fz600 (yamaha),2005.0
18426452,48,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2019.0
18419295,50,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,ex400 (kawasaki),2020.0
18420861,53,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),2004.0
18424284,49,w - white,1 - male,0,n - not injured,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2013.0
18420117,30,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2015.0
18420143,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2021.0
18440202,30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),ducati,848 (ducati),2009.0
18415687,26,99 - unknown,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2014.0
18416283,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),yamaha,mt07 (yamaha),2018.0
18417593,24,w - white,1 - male,0,k - fatal injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),honda,cmx300 (honda),2019.0
18418367,22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2013.0
18419178,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2009.0
18421745,55,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vt750 (honda),2003.0
18421862,31,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr1000 (honda),2002.0
18424359,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),1983.0
18425359,27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),kawasaki,zx636 (kawasaki),2003.0
18425968,73,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2009.0
18426230,47,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flh80 (harley-davidson),2002.0
18427258,20,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),2005.0
18429932,32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),genuine scooter co.,buddy (genuine scooter co.),2021.0
18418416,59,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,fxsts (harley-davidson),1998.0
18419143,19,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhrsei (harley-davidson),2009.0
18419352,39,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2007.0
18421263,36,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),unknown,unknown (unknown),2017.0
18421917,27,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),yamaha,unknown (yamaha),2003.0
18430153,41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2013.0
18438260,55,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),yamaha,unknown (yamaha),2005.0
18418662,21,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),yamaha,yzf1000 (yamaha),2014.0
18419851,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,10 - defective or no vehicle brakes,kawasaki,ninja zx (kawasaki),2021.0
18420033,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),bmw,x2 (bmw),2000.0
18421778,19,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2017.0
18421944,40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flh80 (harley-davidson),2013.0
18421997,30,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,kaf300 (kawasaki),2013.0
18423310,52,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2007.0
18426272,56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhs (harley-davidson),2003.0
18428622,32,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr1000 (honda),2018.0
18436998,83,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fls (harley-davidson),2015.0
18419973,57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),american iron horse,unknown (american iron horse),2003.0
18422686,81,w - white,1 - male,1,k - fatal injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,flhtcul (harley-davidson),2013.0
18423318,25,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2008.0
18423522,57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),1994.0
18424295,66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flhx (harley-davidson),2019.0
18425239,35,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2014.0
18426413,44,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,kle300 (kawasaki),2019.0
18429338,55,w - white,2 - female,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2017.0
18430317,18,w - white,1 - male,0,n - not injured,mc - motorcycle,red - red,98 - other  (explain in narrative),yamaha,unknown (yamaha),1988.0
18431108,34,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),indian motorcycle co.,challenger (indian motorcycle co.),2021.0
18423486,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2018.0
18428880,20,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2010.0
18431811,53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2001.0
18432461,29,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),can-am,unknown (can-am),2020.0
18423583,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2003.0
18424306,42,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2016.0
18427695,37,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhxs (harley-davidson),2014.0
18430019,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,vtx1300 (honda),2002.0
18435856,35,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fxb (harley-davidson),2019.0
18439344,55,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),1996.0
18426182,67,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2003.0
18427170,19,w - white,1 - male,1,n - not injured,mc - motorcycle,sil - silver,98 - other  (explain in narrative),suzuki,sv650 (suzuki),2003.0
18428441,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),unknown,unknown (unknown),2021.0
18434836,28,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,vn900 (kawasaki),2009.0
18430078,21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),honda,grom (honda),2019.0
18431549,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),isuzu,unknown (isuzu),2005.0
18435164,26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vtx1300 (honda),2005.0
18439649,28,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,ex650 (kawasaki),2009.0
18440607,42,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,vt1300 (honda),2013.0
18482997,35,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,red - red,98 - other  (explain in narrative),isuzu,unknown (isuzu),2018.0
18429510,58,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2020.0
18430109,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr600 (honda),2013.0
18432344,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),1986.0
18440112,30,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2015.0
18430911,46,w - white,1 - male,1,n - not injured,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),honda,cbr600 (honda),2012.0
18431113,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,gl1800 (honda),2002.0
18432129,35,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flh80 (harley-davidson),2015.0
18432983,70,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,flfb (harley-davidson),2018.0
18433765,36,w - white,1 - male,0,n - not injured,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,xls (harley-davidson),2003.0
18433971,27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2021.0
18496594,49,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fls (harley-davidson),2008.0
18433193,31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhpi (harley-davidson),2007.0
18433405,37,b - black,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yfz350 (yamaha),2015.0
18434630,35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhc (harley-davidson),2021.0
18436178,53,w - white,1 - male,1,n - not injured,mc - motorcycle,ong - orange,98 - other  (explain in narrative),yamaha,rt100 (yamaha),2005.0
18437235,33,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yzf750 (yamaha),2008.0
18438459,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2006.0
18439815,25,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2018.0
18440073,21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),unknown,unknown (unknown),2007.0
18484897,29,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,12 - defective or slick tires,harley-davidson,flht (harley-davidson),2009.0
18434023,42,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2012.0
18434145,24,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,flht (harley-davidson),2007.0
18436367,66,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),harley-davidson,xlx (harley-davidson),2005.0
18436664,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),suzuki,uh200 (suzuki),2014.0
18437087,40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2009.0
18438070,24,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xlh883 (harley-davidson),2019.0
18438685,33,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2007.0
18439531,21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2012.0
18439610,62,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xlh883 (harley-davidson),2015.0
18506671,48,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2007.0
18485702,23,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,fz6 (yamaha),2005.0
18481531,31,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),honda,cbr600 (honda),2013.0
18490365,47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,ctx700 (honda),2014.0
18492547,37,a - asian,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),indian motorcycle co.,unknown (indian motorcycle co.),2016.0
18617636,32,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flt (harley-davidson),2015.0
18685960,59,w - white,1 - male,0,k - fatal injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,flstf (harley-davidson),2003.0
18481945,31,b - black,1 - male,1,k - fatal injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,zx1000 (kawasaki),2019.0
18494000,28,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),ktm,390 (ktm),2020.0
