crash_id,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year
16189632,37,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2007.0
16203470,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),suzuki,gsx-r600 (suzuki),2004.0
16192023,21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2017.0
16196720,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,rz500 (yamaha),2002.0
16189103,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdf (harley-davidson),2009.0
16190861,46,b - black,1 - male,1,n - not injured,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fxb (harley-davidson),2018.0
16196075,39,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),2007.0
16203083,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),honda,cbr600 (honda),1989.0
16211875,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2013.0
16204997,18,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2012.0
16978915,48,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2003.0
16189210,34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,vt700 (honda),2007.0
16193829,47,h - hispanic,1 - male,1,n - not injured,pm - police motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,zg1000 (kawasaki),2013.0
16195165,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,xr100 (honda),2003.0
16196935,23,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2018.0
16190900,41,w - white,1 - male,1,k - fatal injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cb600 (honda),2002.0
16194513,66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2016.0
16194515,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ex250 (kawasaki),2016.0
16195540,33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,unknown (harley-davidson),2012.0
16198808,30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,98 - other  (explain in narrative),yamaha,unknown (yamaha),2003.0
16980827,21,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),cpi motor company,unknown (cpi motor company),2013.0
16190950,26,b - black,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),kawasaki,ex300 (kawasaki),2017.0
16192546,46,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,10 - defective or no vehicle brakes,suzuki,unknown (suzuki),1988.0
16192883,22,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr600 (honda),2008.0
16192893,44,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhr (harley-davidson),2012.0
16193187,40,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2006.0
16192161,38,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2007.0
16193412,20,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2007.0
16196387,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2017.0
16196864,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),bmw,r1100 (bmw),2000.0
16194597,40,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2016.0
16195657,60,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2003.0
16197960,28,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,gsx-r1000 (suzuki),2005.0
16195826,34,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
16196920,22,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),honda,cbr600 (honda),2003.0
16197141,60,b - black,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
16201468,56,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2007.0
16202353,25,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2007.0
16207750,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,xvs650 (yamaha),2015.0
16195997,17,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,cbr1000 (honda),2008.0
16196704,27,i - amer. indian/alaskan native,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr600 (honda),2005.0
16201236,47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),kawasaki,zx600 (kawasaki),2000.0
16201539,33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2016.0
16202512,22,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,vulcan 2000 (kawasaki),2015.0
16207275,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flh80 (harley-davidson),2007.0
16210409,51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2016.0
16198322,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),honda,vtx1800 (honda),2002.0
16199789,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2005.0
16206294,75,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),bmw,r1200 (bmw),2012.0
16209550,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2004.0
16259326,29,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2007.0
16333091,65,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,bro - brown,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2014.0
16205342,49,w - white,1 - male,1,b - suspected minor injury,pm - police motorcycle,whi - white,98 - other  (explain in narrative),bmw,r1200 (bmw),2016.0
16205706,33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),ducati,monster (ducati),2013.0
16203652,63,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,gl1100 (honda),2003.0
16208100,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),kawasaki,zg1200 (kawasaki),2001.0
16211075,65,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2017.0
16212293,36,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,zx1000 (kawasaki),2017.0
16206624,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fltrx (harley-davidson),2018.0
16206829,55,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2016.0
16209449,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdl (harley-davidson),2017.0
16254349,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhtcutg (harley-davidson),2017.0
16209160,20,w - white,1 - male,1,n - not injured,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,ex650 (kawasaki),2017.0
16210352,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2017.0
16212341,26,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2013.0
16212987,22,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2016.0
16602409,40,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,crf1000 (honda),2002.0
16212195,23,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,gsx750 (suzuki),2015.0
16860426,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2015.0
16320457,22,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2004.0
16323750,36,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,vt1300 (honda),2015.0
16259293,27,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,unknown (suzuki),2012.0
16255449,23,i - amer. indian/alaskan native,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,an400 (suzuki),2007.0
16257128,55,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
16255069,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2008.0
16268900,48,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flhr (harley-davidson),2016.0
16270130,23,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2003.0
16258314,41,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flhtpi (harley-davidson),2006.0
16254987,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2016.0
16258499,29,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr600 (honda),2013.0
16261200,58,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,unknown (honda),1999.0
16253542,25,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xlh883 (harley-davidson),2016.0
16254192,39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2014.0
16254203,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,12 - defective or slick tires,harley-davidson,unknown (harley-davidson),2001.0
16254391,23,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2008.0
16261729,49,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdb (harley-davidson),2009.0
16264647,64,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),1997.0
16273456,45,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,vtx1300 (honda),2006.0
16254725,29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),genuine scooter co.,buddy (genuine scooter co.),2009.0
16257931,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),buell,blast (buell),2005.0
16264714,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),yamaha,fz6 (yamaha),2009.0
16264779,67,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),bmw,r1200 (bmw),2006.0
16258442,62,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
16261379,42,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),victory motorcycles,cross country (victory motorcycles),2012.0
16268261,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
16255550,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2015.0
16258089,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr500 (honda),2014.0
16258540,39,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2006.0
16260717,30,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),victory motorcycles,vx (victory motorcycles),2014.0
16261750,54,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxsts (harley-davidson),2005.0
16264620,37,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),indian motorcycle co.,chief (indian motorcycle co.),2016.0
16267779,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2001.0
16268559,26,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2017.0
16268635,23,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2004.0
16274089,51,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,xg750 (harley-davidson),2015.0
16277523,31,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,zx600 (kawasaki),2016.0
16332636,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),1995.0
16258265,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (harley-davidson),2009.0
16260336,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),1997.0
16260669,19,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr500 (honda),2016.0
16264348,60,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yiben,unknown (yiben),2016.0
16271274,71,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,gl1800 (honda),2018.0
16273508,32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xlh883 (harley-davidson),2015.0
16275784,18,w - white,1 - male,0,k - fatal injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),suzuki,unknown (suzuki),1999.0
16259084,23,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vf700 (honda),2007.0
16268339,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx-r600 (suzuki),2005.0
16273619,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,xvs1300 (yamaha),2009.0
16265981,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yxr660 (yamaha),2009.0
16264962,25,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2004.0
16270560,18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2014.0
16274074,22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (harley-davidson),1997.0
16335199,21,w - white,1 - male,0,n - not injured,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),yamaha,yw50 (yamaha),2014.0
16266845,41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gld - gold,98 - other  (explain in narrative),yamaha,unknown (yamaha),2001.0
16267359,33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2017.0
16271404,59,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2009.0
16272445,43,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flht (harley-davidson),2017.0
16277521,46,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fltru (harley-davidson),2012.0
16269244,50,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2014.0
16269824,30,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),buell,lightning (buell),2005.0
16270187,20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),yamaha,fz6 (yamaha),2009.0
16270672,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),honda,unknown (honda),2007.0
16271436,33,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),suzuki,gsx (suzuki),2006.0
16274868,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2008.0
16343885,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),2008.0
16274642,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,xl100 (honda),2016.0
16274753,23,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr1000 (honda),2006.0
16274933,28,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),yamaha,fz09 (yamaha),2017.0
16277194,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,10 - defective or no vehicle brakes,yamaha,yzf600 (yamaha),2003.0
16278483,39,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsf600 (suzuki),2008.0
16273336,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),1993.0
16274829,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
16275519,23,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),victory motorcycles,unknown (victory motorcycles),2008.0
16319019,61,w - white,1 - male,1,k - fatal injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2004.0
16396034,39,a - asian,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),piaggio,bv (piaggio),2013.0
16275247,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),2007.0
16275394,53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),harley-davidson,flhtcui (harley-davidson),2006.0
16278379,35,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,10 - defective or no vehicle brakes,harley-davidson,vrsca (harley-davidson),2007.0
16278512,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,zr1000 (kawasaki),2008.0
16331218,25,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2004.0
16327012,48,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2015.0
16321960,36,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,c50 (suzuki),2008.0
16849747,37,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,kl600 (kawasaki),2017.0
16858386,29,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flde (harley-davidson),2015.0
16322213,37,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (harley-davidson),2011.0
16318791,12,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,crf125 (honda),2017.0
16323655,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,fxs (harley-davidson),2004.0
16334740,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),1999.0
16320780,18,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2011.0
16322353,63,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,xlx (harley-davidson),2016.0
16324540,19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),honda,unknown (honda),2006.0
16327400,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2009.0
16331579,24,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,99 - unknown,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2008.0
16342891,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xls (harley-davidson),1993.0
16319538,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),victory motorcycles,cross country (victory motorcycles),2017.0
16320704,36,w - white,1 - male,0,k - fatal injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),american iron horse,texas chopper (american iron horse),2006.0
16325439,43,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,m109r / vzr1800 (suzuki),2009.0
16330470,32,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,xlh (harley-davidson),2008.0
16319500,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),suzuki,gsx-r1000 (suzuki),2003.0
16321393,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
16333088,57,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (harley-davidson),1997.0
16319999,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ple - purple,98 - other  (explain in narrative),honda,unknown (honda),2007.0
16321969,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2004.0
16325629,39,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,xv1700 (yamaha),2007.0
16318893,19,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,nss250 (honda),2005.0
16319146,30,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2008.0
16319851,57,b - black,1 - male,0,n - not injured,mc - motorcycle,red - red,98 - other  (explain in narrative),victory motorcycles,unknown (victory motorcycles),2016.0
16322043,63,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,bro - brown,98 - other  (explain in narrative),kawasaki,zr750 (kawasaki),2018.0
16325495,20,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2017.0
16329295,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2006.0
16318570,50,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2012.0
16319376,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdf (harley-davidson),2010.0
16323318,25,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2012.0
16334063,25,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gs500 (suzuki),2003.0
