,crash_id,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year,vehicle_make_country,injury_binary,safety_score
0,16189632,37,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fld,2007,usa,1,0.9680596669066491
1,16203470,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,suzuki,gsx-r600,2004,japan,1,0.7220256319598706
2,16192023,21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2017,japan,1,0.9240184864343991
3,16196720,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,rz500,2002,japan,1,0.9455621449815652
4,16189103,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdf,2009,usa,1,0.9562109715110908
5,16190861,46,b - black,1 - male,1,n - not injured,mc - motorcycle,red - red,harley-davidson,fxb,2018,usa,0,0.9167130635263958
6,16196075,39,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2007,japan,1,0.9280672044526515
7,16203083,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,1989,japan,1,0.8705762571403011
8,16211875,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,flhp,2013,usa,0,0.8646046032591982
9,16204997,18,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,ninja zx,2012,japan,1,0.9017230633802952
10,16978915,48,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,fld,2003,usa,1,0.9386297862294483
11,16189210,34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,vt700,2007,japan,1,0.9470919150117388
12,16193829,47,h - hispanic,1 - male,1,n - not injured,pm - police motorcycle,blk - black,kawasaki,zg1000,2013,japan,0,0.9323805215574378
13,16195165,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,xr100,2003,japan,1,0.910695681538344
14,16196935,23,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,xl883,2018,usa,1,0.8901898098503952
15,16190900,41,w - white,1 - male,1,k - fatal injury,mc - motorcycle,red - red,honda,cb600,2002,japan,1,0.943048219885648
16,16194513,66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016,usa,1,0.9370800530277477
17,16194515,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ex250,2016,japan,1,0.9205293109894533
18,16195540,33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2012,japan,1,0.8957916067768884
19,16198808,30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,yamaha,yzfr1,2003,japan,1,0.898248788228116
20,16980827,21,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,cpi motor company,unknown,2013,Other,1,0.8834749598060226
21,16190950,26,b - black,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,kawasaki,ex300,2017,japan,1,0.8790083520302187
22,16192546,46,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,suzuki,gsx,1988,japan,1,0.9341481523684074
23,16192883,22,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,honda,cbr600,2008,japan,1,0.9194971689349759
24,16192893,44,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhr,2012,usa,1,0.8920359322811636
25,16193187,40,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhp,2006,usa,1,0.922355557639191
26,16192161,38,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,yel - yellow,harley-davidson,xl1200,2007,usa,1,0.9577864853486904
27,16193412,20,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,suzuki,gsx,2007,japan,0,0.9015760487360275
28,16196387,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2017,japan,1,0.9215854469853263
29,16196864,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,bmw,r1100,2,Germany,1,0.9066789221399068
30,16194597,40,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016,usa,1,0.9407277469305058
31,16195657,60,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,flhp,2003,usa,1,0.9250131120466971
32,16197960,28,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,suzuki,gsx-r1000,2005,japan,1,0.9417772759556072
33,16195826,34,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2005,usa,1,0.9594887839892049
34,16196920,22,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,honda,cbr600,2003,japan,1,0.8799133322971873
35,16197141,60,b - black,1 - male,0,n - not injured,mc - motorcycle,blu - blue,harley-davidson,fld,2007,usa,0,0.9496044463083141
36,16201468,56,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2007,usa,1,0.9311825628743313
37,16202353,25,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blu - blue,yamaha,yzfr6,2007,japan,0,0.9108892703627189
38,16207750,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs650,2015,japan,1,0.9685365072342031
39,16195997,17,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,honda,cbr1000,2008,japan,0,0.9538199688682517
40,16196704,27,i - amer. indian/alaskan native,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr600,2005,japan,1,0.9454375806568616
41,16201236,47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,kawasaki,zx600,2,japan,1,0.9475739952578783
42,16201539,33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016,usa,1,0.9174480623302447
43,16202512,22,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,vulcan 2000,2015,japan,1,0.9405319896166379
44,16207275,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flh80,2007,usa,1,0.9661605175645672
45,16210409,51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,flhp,2016,usa,1,0.93942980503328
46,16198322,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,honda,vtx1800,2002,japan,1,0.9516551846791359
47,16199789,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,ninja zx,2005,japan,1,0.9052652684918023
48,16206294,75,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,bmw,r1200,2012,Germany,1,0.5925860917317339
49,16209550,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2004,japan,1,0.9336175961168531
50,16259326,29,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,yamaha,yzfr1,2007,japan,0,0.8948995395290791
51,16333091,65,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,bro - brown,harley-davidson,fld,2014,usa,1,0.9295915390777755
52,16205342,49,w - white,1 - male,1,b - suspected minor injury,pm - police motorcycle,whi - white,bmw,r1200,2016,Germany,1,0.8217194916240228
53,16205706,33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,ducati,monster,2013,italy,1,0.9092055608382646
54,16203652,63,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,gl1100,2003,japan,1,0.9486160850466855
55,16208100,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,kawasaki,zg1200,2001,japan,1,0.9313128081497294
56,16211075,65,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,fld,2017,usa,1,0.9577469469489738
57,16212293,36,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,zx1000,2017,japan,1,0.947688059683351
58,16206624,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fltrx,2018,usa,1,0.9100170583136811
59,16206829,55,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2016,usa,1,0.9522092873410641
60,16209449,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdl,2017,usa,1,0.9206785230523767
61,16254349,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhtcutg,2017,usa,1,0.9682721629198398
62,16209160,20,w - white,1 - male,1,n - not injured,mc - motorcycle,whi - white,kawasaki,ex650,2017,japan,0,0.9170197207394999
63,16210352,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2017,usa,0,0.9232687374492587
64,16212341,26,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2013,usa,0,0.8757530041369159
65,16212987,22,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,ninja zx,2016,japan,1,0.8731389165871887
66,16602409,40,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,honda,crf1000,2002,japan,1,0.9562677229159879
67,16212195,23,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx750,2015,japan,1,0.9414652485692836
68,16860426,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2015,japan,1,0.9461269798719895
69,16320457,22,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,whi - white,harley-davidson,fld,2004,usa,0,0.8747120732666155
70,16323750,36,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,honda,vt1300,2015,japan,1,0.9758827373379577
71,16259293,27,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,suzuki,gsx,2012,japan,1,0.8147259833366565
72,16255449,23,i - amer. indian/alaskan native,1 - male,0,n - not injured,mc - motorcycle,blu - blue,suzuki,an400,2007,japan,0,0.9121802518745635
73,16257128,55,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2005,usa,1,0.9652537269605727
74,16255069,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2008,usa,1,0.9220134909818697
75,16268900,48,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,flhr,2016,usa,1,0.924470069928751
76,16270130,23,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2003,usa,1,0.9582489643689487
77,16258314,41,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,flhtpi,2006,usa,1,0.9415466898182411
78,16254987,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2016,japan,1,0.9116011909910448
79,16258499,29,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,honda,cbr600,2013,japan,0,0.8845258880718008
80,16261200,58,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,1999,japan,1,0.8525198971020373
81,16253542,25,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xlh883,2016,usa,1,0.9035719306774326
82,16254192,39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,yzfr1,2014,japan,1,0.897743096151834
83,16254203,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2001,usa,1,0.9613515030337021
84,16254391,23,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2008,japan,1,0.9127256444543427
85,16261729,49,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxdb,2009,usa,1,0.9427598252874585
86,16264647,64,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fld,1997,usa,1,0.9620191477277977
87,16273456,45,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,vtx1300,2006,japan,1,0.9112439653289676
88,16254725,29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,genuine scooter co.,buddy,2009,Other,1,0.9777408747643968
89,16257931,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,buell,blast,2005,Other,1,0.9641744682294975
90,16264714,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,fz6,2009,japan,1,0.9042068714930015
91,16264779,67,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,bmw,r1200,2006,Germany,1,0.8915994665429938
92,16258442,62,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2007,usa,1,0.9465378835679604
93,16261379,42,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2012,Other,1,0.9168244029121931
94,16268261,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2005,usa,1,0.9498876767754139
95,16255550,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2015,usa,0,0.9459571330490616
96,16258089,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr500,2014,japan,1,0.7933793706210676
97,16258540,39,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,2006,usa,0,0.9352417862638635
98,16260717,30,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,victory motorcycles,vx,2014,Other,1,0.9386304590934224
99,16261750,54,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxsts,2005,usa,1,0.9755855456064457
100,16264620,37,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,indian motorcycle co.,chief,2016,Other,0,0.9844545456739435
101,16267779,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2001,japan,1,0.91510980858518
102,16268559,26,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2017,usa,1,0.8857274910279924
103,16268635,23,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2004,usa,1,0.9352862217424394
104,16274089,51,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,xg750,2015,usa,1,0.9726619481347933
105,16277523,31,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,kawasaki,zx600,2016,japan,0,0.9138093732087105
106,16332636,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,1995,japan,1,0.9371368233127938
107,16258265,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2009,japan,1,0.9277026566207145
108,16260336,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,flhp,1997,usa,1,0.948680217817199
109,16260669,19,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr500,2016,japan,1,0.8709550261392729
110,16264348,60,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yiben,unknown,2016,Other,1,0.9516545190588827
111,16271274,71,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,gl1800,2018,japan,1,0.9340911609300427
112,16273508,32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xlh883,2015,usa,1,0.9186947689006759
113,16275784,18,w - white,1 - male,0,k - fatal injury,mc - motorcycle,grn - green,suzuki,gsx,1999,japan,1,0.8642242424540039
114,16259084,23,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,honda,vf700,2007,japan,0,0.9305235202141312
115,16268339,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx-r600,2005,japan,1,0.8237073913146784
116,16273619,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs1300,2009,japan,1,0.9437956337346337
117,16265981,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yxr660,2009,japan,1,0.9260097425836636
118,16264962,25,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2004,japan,1,0.8774161588133759
119,16270560,18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2014,japan,1,0.8960184344552012
120,16274074,22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,1997,japan,1,0.9368686528511151
121,16335199,21,w - white,1 - male,0,n - not injured,mc - motorcycle,mul - multicolored,yamaha,yw50,2014,japan,0,0.911857785903677
122,16266845,41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gld - gold,yamaha,yzfr1,2001,japan,1,0.9086447468498643
123,16267359,33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2017,usa,1,0.8920425615503659
124,16271404,59,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2009,usa,1,0.9449815523773223
125,16272445,43,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,flht,2017,usa,0,0.832522503293842
126,16277521,46,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fltru,2012,usa,0,0.8501380585023824
127,16269244,50,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,xl1200,2014,usa,0,0.9057881550362805
128,16269824,30,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,buell,lightning,2005,Other,1,0.9556415664583356
129,16270187,20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,fz6,2009,japan,1,0.9323290014426471
130,16270672,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,cbr600,2007,japan,1,0.9725530708400083
131,16271436,33,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,suzuki,gsx,2006,japan,1,0.8778620377024908
132,16274868,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2008,usa,1,0.9395300338029677
133,16343885,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2008,japan,1,0.9206670199347593
134,16274642,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,xl100,2016,japan,1,0.8968309840700663
135,16274753,23,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr1000,2006,japan,1,0.9510152194459096
136,16274933,28,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,yamaha,fz09,2017,japan,1,0.8713139014818455
137,16277194,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzf600,2003,japan,1,0.8629121738073694
138,16278483,39,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsf600,2008,japan,1,0.9514422921876667
139,16273336,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,ninja zx,1993,japan,1,0.9279000038329204
140,16274829,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fld,2007,usa,1,0.9327201508027864
141,16275519,23,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,victory motorcycles,cross country,2008,Other,1,0.86036284480865
142,16319019,61,w - white,1 - male,1,k - fatal injury,mc - motorcycle,sil - silver,harley-davidson,fld,2004,usa,1,0.9316535686710625
143,16396034,39,a - asian,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,piaggio,bv,2013,Other,1,0.8803022770769645
144,16275247,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2007,japan,1,0.9269502166205104
145,16275394,53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,flhtcui,2006,usa,1,0.8742907546937276
146,16278379,35,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,vrsca,2007,usa,1,0.8411741809294778
147,16278512,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,zr1000,2008,japan,1,0.901459421071373
148,16331218,25,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2004,japan,1,0.8935561957356413
149,16327012,48,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2015,usa,1,0.9666511880073506
150,16321960,36,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,suzuki,c50,2008,japan,0,0.9705929526630624
151,16849747,37,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,kl600,2017,japan,1,0.9513314123432517
152,16858386,29,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flde,2015,usa,1,0.8929828954426875
153,16322213,37,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2011,japan,1,0.9798734711103331
154,16318791,12,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,crf125,2017,japan,1,0.9439980096461633
155,16323655,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxs,2004,usa,1,0.943571684676517
156,16334740,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,1999,japan,1,0.8911462011236151
157,16320780,18,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,xl1200,2011,usa,1,0.9139077679076819
158,16322353,63,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,xlx,2016,usa,1,0.8718457512437939
159,16324540,19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,honda,cbr600,2006,japan,1,0.9110091811948893
160,16327400,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2009,usa,1,0.9412722671455426
161,16331579,24,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,99 - unknown,kawasaki,ninja zx,2008,japan,1,0.8245566222340964
162,16342891,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xls,1993,usa,1,0.9328469287643856
163,16319538,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,victory motorcycles,cross country,2017,Other,1,0.8957857967609183
164,16320704,36,w - white,1 - male,0,k - fatal injury,mc - motorcycle,sil - silver,american iron horse,texas chopper,2006,Other,1,0.9407852893510714
165,16325439,43,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,m109r / vzr1800,2009,japan,1,0.9141441537767896
166,16330470,32,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,xlh,2008,usa,1,0.8740335116854544
167,16319500,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx-r1000,2003,japan,1,0.8464348590644051
168,16321393,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2007,usa,1,0.9254502974706905
169,16333088,57,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,1997,japan,1,0.9343729862191394
170,16319999,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ple - purple,honda,cbr600,2007,japan,1,0.9511508813156226
171,16321969,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2004,japan,1,0.8675993402680373
172,16325629,39,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xv1700,2007,japan,1,0.9366944393174161
173,16318893,19,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,nss250,2005,japan,1,0.95129060656246
174,16319146,30,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2008,usa,1,0.905165934551322
175,16319851,57,b - black,1 - male,0,n - not injured,mc - motorcycle,red - red,victory motorcycles,cross country,2016,Other,0,0.8940475045726282
176,16322043,63,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,bro - brown,kawasaki,zr750,2018,japan,1,0.9557031007110701
177,16325495,20,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2017,usa,1,0.919943732093532
178,16329295,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fld,2006,usa,1,0.8384433593185916
179,16318570,50,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2012,usa,1,0.9267432713536997
180,16319376,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdf,201,usa,1,0.9613801371762093
181,16323318,25,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2012,japan,1,0.8418011184664757
182,16334063,25,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,suzuki,gs500,2003,japan,0,0.911965505748605
183,16339483,58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,honda,cbr600,2008,japan,1,0.8979883068322859
184,16342389,34,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,kawasaki,kl650,2017,japan,1,0.9536682219141223
185,16342463,41,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flhr/i,2002,usa,1,0.9462819408392756
186,16318503,53,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,buell,lightning,2,Other,1,0.899574528200647
187,16324877,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2001,japan,1,0.940819981606721
188,16326481,80,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2012,usa,1,0.8838519324385163
189,16332935,53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2005,japan,1,0.9442628752730592
190,16318540,56,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2,japan,1,0.9368692553813946
191,16319820,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2012,Other,1,0.9100302049134396
192,16322659,35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2001,japan,1,0.9519876355087106
193,16327097,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,cbr600,2002,japan,1,0.9076324830976147
194,16330934,51,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2015,japan,1,0.9476366244325936
195,16331022,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2013,usa,1,0.920454532901181
196,16332369,68,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2012,Other,1,0.925505283297517
