,crash_id,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year,vehicle_make_country,injury_binary,safety_score
3790,18356527,44,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flh80,2006,usa,1,0.9480824114698669
3791,18357422,41,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,yamaha,czd300,202,japan,1,0.909168697882207
3792,18357994,26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,99 - unknown,harley-davidson,fls,2012,usa,1,0.7856415194550787
3793,18358587,52,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2006,usa,1,0.9506487563331566
3794,18359725,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,victory motorcycles,cross country,2013,Other,1,0.9627217727514623
3795,18362533,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,1996,japan,1,0.8797136878364448
3796,18365491,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2016,usa,1,0.9070765387646562
3797,18356589,60,h - hispanic,2 - female,0,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2,usa,1,0.9626892419997602
3798,18357208,57,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhs,2012,usa,1,0.8250047396403307
3799,18357886,69,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,202,usa,1,0.9343968715765177
3800,18357961,44,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,cbr600,2004,japan,1,0.9200470500245946
3801,18358810,38,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blu - blue,all other makes,unknown,2021,Other,1,0.9794739939247019
3802,18358834,57,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,ong - orange,honda,cbr500,2017,japan,1,0.9388166228299675
3803,18358951,42,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2005,japan,1,0.9232100121724217
3804,18359480,41,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,harley-davidson,fld,1995,usa,1,0.9012555368070366
3805,18359648,55,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fld,2002,usa,1,0.9597149780012666
3806,18360935,58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flhtcu,2014,usa,1,0.7766083730806613
3807,18362515,34,b - black,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr3,2019,japan,1,0.9527074466347751
3808,18362572,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,ex400,202,japan,1,0.8111869999839264
3809,18363072,37,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2009,japan,1,0.9427371619077153
3810,18366204,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,kle650,2016,japan,1,0.8850250673491433
3811,18369173,23,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,trq - turquoise(blue),harley-davidson,fld,2018,usa,1,0.9511715323504996
3812,18369947,51,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2016,usa,1,0.963180224293503
3813,18358319,65,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flhp,2006,usa,1,0.9038711804628538
3814,18358472,41,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,can-am,ryker,202,Other,1,0.8350320229650208
3815,18358881,33,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,grn - green,harley-davidson,fls,2015,usa,1,0.9170993124481766
3816,18361827,51,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flstc,2,usa,1,0.9228349637391856
3817,18362542,43,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xg750,2017,usa,1,0.9108261799488017
3818,18364104,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2012,japan,1,0.9048350282098101
3819,18365454,47,w - white,1 - male,0,k - fatal injury,mc - motorcycle,mar - maroon,kawasaki,vulcan 2000,2001,japan,1,0.9263592002846689
3820,18371753,28,w - white,1 - male,0,n - not injured,mc - motorcycle,gry - gray,kawasaki,zx636,2019,japan,0,0.8936283308549972
3821,18363886,37,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fxd,1999,usa,1,0.9477430754410876
3822,18364137,25,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley murray inc,not applicable,2017,Other,1,0.9199885996313685
3823,18366468,11,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,klx110,2019,japan,1,0.890478775716958
3824,18365835,36,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,xr600,2021,japan,1,0.9595066777254351
3825,18367751,42,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr600,2019,japan,1,0.9298728821588598
3826,18372126,39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fld,2019,usa,1,0.9161998254368777
3827,18374021,32,a - asian,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,kawasaki,zr900,2019,japan,1,0.9153680629697162
3828,18364174,43,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flstfb,2012,usa,1,0.9249940192321342
3829,18364843,40,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,201,usa,1,0.954757410127569
3830,18364957,32,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2021,japan,1,0.9119270138390273
3831,18365591,22,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mul - multicolored,ducati,scrambler,2015,italy,1,0.9210779141914391
3832,18365807,44,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xls,202,usa,1,0.9336992087285186
3833,18366457,58,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2014,usa,1,0.8969115437009453
3834,18366668,29,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr3,2017,japan,1,0.8965591725343077
3835,18367627,24,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,vtx1300,2005,japan,1,0.9153195874854801
3836,18368252,23,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gw250,2013,japan,1,0.9203469462276517
3837,18368957,43,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx,2005,japan,1,0.9063068770614079
3838,18371909,68,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,yzfr1,202,japan,1,0.8809971260390133
3839,18372286,56,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,gl1500,1999,japan,1,0.9562035056816237
3840,18375024,18,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,grom,202,japan,1,0.9518488084150375
3841,18375105,72,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,yamaha,xvs1300,2015,japan,1,0.9507750037884247
3842,18366732,25,w - white,1 - male,0,n - not injured,mc - motorcycle,whi - white,harley-davidson,fxbb,2007,usa,0,0.8851390625893468
3843,18368383,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2009,usa,1,0.9577734437227782
3844,18371307,53,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gs650,1983,japan,1,0.9686218206941564
3845,18374613,57,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,vt700,2019,japan,1,0.8960593779404684
3846,18375112,18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr3,202,japan,1,0.9264113246216729
3847,18417126,24,w - white,1 - male,0,n - not injured,mc - motorcycle,tan - tan,honda,cbr600,1976,japan,0,0.9482156378320213
3848,18370750,20,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,yamaha,yzfr1,2005,japan,0,0.9364553159515842
3849,18372459,23,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,vtx1300,2012,japan,1,0.8979790748573684
3850,18369694,19,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx,2018,japan,1,0.8734511139264161
3851,18370963,46,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,kawasaki,ninja zx,1998,japan,1,0.9798176835467306
3852,18370972,22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,en500,2003,japan,1,0.9141894993240947
3853,18371225,47,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2009,japan,1,0.9224663607199609
3854,18371875,59,w - white,1 - male,0,k - fatal injury,mc - motorcycle,mar - maroon,harley-davidson,xr1200,2006,usa,1,0.8492657225472438
3855,18371902,37,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,grn - green,harley-davidson,xlh1200,2008,usa,1,0.9517161272910174
3856,18372062,62,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,1998,usa,1,0.9799038202552715
3857,18372527,65,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,indian motorcycle co.,scout,2016,Other,1,0.95746000983526
3858,18373489,46,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,vn800,2005,japan,1,0.9245079103511213
3859,18374700,20,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,tea - teal(green),kawasaki,ninja zx,2021,japan,1,0.9320733412973066
3860,18419503,51,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fxb,202,usa,1,0.9641218318140022
3861,18370374,33,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,202,usa,1,0.8565061811104296
3862,18370541,20,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,2006,japan,1,0.8978889057261731
3863,18371155,45,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2017,usa,1,0.9618895876429755
3864,18371966,39,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flht,2012,usa,1,0.8846655246513777
3865,18372356,22,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,ktm,250,2018,austria,1,0.9432212900272734
3866,18372616,65,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzfr1,2009,japan,1,0.9423112850798623
3867,18373390,24,a - asian,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ex650,2016,japan,1,0.9213936356302103
3868,18373518,40,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flht,2014,usa,1,0.86077073351063
3869,18373861,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,ducati,monster,2007,italy,1,0.9637039120954093
3870,18372363,43,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhc,2013,usa,1,0.8471229224852062
3871,18372564,58,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,nc750sa,2002,japan,1,0.9411786423225181
3872,18373714,46,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2004,usa,1,0.9412888176905134
3873,18374216,68,w - white,1 - male,1,n - not injured,mc - motorcycle,sil - silver,indian motorcycle co.,roadmaster,2018,Other,0,0.9711906398799846
3874,18374426,22,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,xl883,2018,usa,0,0.847134568713207
3875,18374604,20,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gs500,2002,japan,1,0.9222235096093787
3876,18375306,31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,harley-davidson,fxd,2008,usa,1,0.9578111752040981
3877,18430453,33,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blu - blue,yamaha,fz6,2013,japan,0,0.8608103669309483
3878,18422069,45,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,honda,crf125,2021,japan,0,0.9237779298343556
3879,18430148,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,suzuki,rm-z450,2016,japan,1,0.9258633724140309
3880,18421866,53,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,honda,cbr600,2004,japan,0,0.9498691874762535
3881,18417805,42,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,vrsca,2013,usa,1,0.8817524701955354
3882,18424731,42,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,2019,usa,1,0.8788391621977153
3883,18427604,37,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2021,usa,1,0.9707143253924412
3884,18429068,60,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,harley-davidson,flstf,1999,usa,1,0.8784227633686565
3885,18417087,50,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,202,japan,1,0.9134369672180053
3886,18420944,60,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,grn - green,harley-davidson,flhtcui,2002,usa,1,0.9450389666055679
3887,18421995,50,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2015,usa,1,0.9435878881245838
3888,18422017,44,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,1999,japan,1,0.9339129705112503
3889,18417608,29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,fz6,2009,japan,1,0.9192028514300981
3890,18418782,27,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,fz1,2008,japan,1,0.920490618563744
3891,18434310,57,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,flhc,2014,usa,1,0.9349572137282559
3892,18422262,23,b - black,1 - male,0,n - not injured,mc - motorcycle,mul - multicolored,honda,cbr600,2003,japan,0,0.9132922434748283
3893,18439314,57,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2017,japan,1,0.9149376723294939
3894,18427225,44,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,202,usa,1,0.9153000371740262
3895,18428572,45,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,harley-davidson,flde,2012,usa,1,0.904509811308258
3896,18426064,24,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2003,japan,1,0.8789561973407285
3897,18423690,62,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,fz600,2005,japan,1,0.9602971062684286
3898,18426452,48,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhp,2019,usa,1,0.9380639395917374
3899,18419295,50,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,whi - white,kawasaki,ex400,202,japan,1,0.922971895772519
3900,18420861,53,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2004,japan,1,0.9119271953970005
3901,18424284,49,w - white,1 - male,0,n - not injured,mc - motorcycle,sil - silver,harley-davidson,fld,2013,usa,0,0.8857806900862247
3902,18420117,30,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2015,japan,1,0.9076816401130771
3903,18420143,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,2021,usa,1,0.8947864524585774
3904,18440202,30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,ducati,848,2009,italy,1,0.916129087489608
3905,18415687,26,99 - unknown,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2014,usa,1,0.7233784720532579
3906,18416283,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,mt07,2018,japan,1,0.9139806142042853
3907,18417593,24,w - white,1 - male,0,k - fatal injury,mc - motorcycle,gry - gray,honda,cmx300,2019,japan,1,0.9420163686570551
3908,18418367,22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,harley-davidson,fld,2013,usa,1,0.8155772658914264
3909,18419178,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2009,usa,1,0.9461409664014144
3910,18421745,55,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,vt750,2003,japan,1,0.9075516975357572
3911,18421862,31,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr1000,2002,japan,1,0.9575940780913276
3912,18424359,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,1983,japan,1,0.9565252685892613
3913,18425359,27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,kawasaki,zx636,2003,japan,1,0.8665868053855442
3914,18425968,73,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,fld,2009,usa,1,0.9749910281355597
3915,18426230,47,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flh80,2002,usa,1,0.9619760592227178
3916,18427258,20,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2005,japan,1,0.9130150845406627
3917,18429932,32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,genuine scooter co.,buddy,2021,Other,1,0.9809986918894233
3918,18418416,59,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxsts,1998,usa,1,0.9782124858434263
3919,18419143,19,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhrsei,2009,usa,1,0.9362101516853746
3920,18419352,39,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2007,japan,1,0.9699921510632146
3921,18421263,36,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,fld,2017,usa,1,0.9019797398907103
3922,18421917,27,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,yamaha,yzfr1,2003,japan,1,0.8138763479723902
3923,18430153,41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2013,usa,1,0.9204403594281046
3924,18438260,55,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,sil - silver,yamaha,yzfr1,2005,japan,1,0.9637365088383291
3925,18418662,21,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,yamaha,yzf1000,2014,japan,1,0.8148254679105392
3926,18419851,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,ninja zx,2021,japan,1,0.9303070512725791
3927,18420033,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,bmw,x2,2,Germany,1,0.8662034877788726
3928,18421778,19,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,2017,usa,1,0.7964026758337334
3929,18421944,40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flh80,2013,usa,1,0.9516828094579662
3930,18421997,30,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,kaf300,2013,japan,1,0.8794748756366113
3931,18423310,52,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,xl1200,2007,usa,1,0.9581732154841044
3932,18426272,56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhs,2003,usa,1,0.851892845989169
3933,18428622,32,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr1000,2018,japan,1,0.9728811270496242
3934,18436998,83,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fls,2015,usa,1,0.9614820935026752
3935,18419973,57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,american iron horse,outlaw,2003,Other,1,0.947429606425954
3936,18422686,81,w - white,1 - male,1,k - fatal injury,mc - motorcycle,red - red,harley-davidson,flhtcul,2013,usa,1,0.8763299277918335
3937,18423318,25,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2008,japan,1,0.944710366924603
3938,18423522,57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fld,1994,usa,1,0.8626503387856632
3939,18424295,66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flhx,2019,usa,1,0.9205380428061188
3940,18425239,35,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2014,usa,1,0.9283592285159377
3941,18426413,44,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,kle300,2019,japan,1,0.932064362675191
3942,18429338,55,w - white,2 - female,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,fld,2017,usa,1,0.9744883213930654
3943,18430317,18,w - white,1 - male,0,n - not injured,mc - motorcycle,red - red,yamaha,yzfr1,1988,japan,0,0.9569488028519008
3944,18431108,34,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,indian motorcycle co.,challenger,2021,Other,1,0.979011885668047
3945,18423486,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mar - maroon,harley-davidson,xl1200,2018,usa,1,0.8744390621124611
3946,18428880,20,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,201,japan,1,0.9425982462553366
3947,18431811,53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2001,japan,1,0.9580087089618714
3948,18432461,29,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,can-am,spyder roadster,202,Other,0,0.8227789274768775
3949,18423583,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2003,japan,1,0.9166456825808501
3950,18424306,42,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2016,usa,1,0.887779048822854
3951,18427695,37,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhxs,2014,usa,1,0.8824607887101806
3952,18430019,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,honda,vtx1300,2002,japan,1,0.9378410203532221
3953,18435856,35,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fxb,2019,usa,1,0.9144110823326722
3954,18439344,55,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,harley-davidson,xl883,1996,usa,1,0.8631050185438722
3955,18426182,67,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gry - gray,harley-davidson,fld,2003,usa,1,0.9443082588811301
3956,18427170,19,w - white,1 - male,1,n - not injured,mc - motorcycle,sil - silver,suzuki,sv650,2003,japan,0,0.7943598445562156
3957,18428441,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2021,usa,1,0.9479478876370135
3958,18434836,28,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,kawasaki,vn900,2009,japan,1,0.9641889669035069
3959,18430078,21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,honda,grom,2019,japan,1,0.9573077478203402
3960,18431549,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,isuzu,i-280,2005,Other,1,0.8330605725641338
3961,18435164,26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,vtx1300,2005,japan,1,0.9178578360136282
3962,18439649,28,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,kawasaki,ex650,2009,japan,1,0.9340768724903872
3963,18440607,42,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,vt1300,2013,japan,1,0.9251356561355859
3964,18482997,35,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,red - red,isuzu,i-280,2018,Other,1,0.869901453592971
3965,18429510,58,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,harley-davidson,xl883,202,usa,1,0.6528798144514693
3966,18430109,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2013,japan,1,0.9174072451873695
3967,18432344,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,1986,usa,1,0.9272967423957943
3968,18440112,30,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2015,usa,1,0.9415069282294743
3969,18430911,46,w - white,1 - male,1,n - not injured,mc - motorcycle,mul - multicolored,honda,cbr600,2012,japan,0,0.9207972287874804
3970,18431113,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,gl1800,2002,japan,1,0.9611750529643399
3971,18432129,35,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flh80,2015,usa,1,0.9593938901224567
3972,18432983,70,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,flfb,2018,usa,1,0.9878041547544629
3973,18433765,36,w - white,1 - male,0,n - not injured,mc - motorcycle,sil - silver,harley-davidson,xls,2003,usa,0,0.9272866201478978
3974,18433971,27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2021,usa,1,0.9069024873940278
3975,18496594,49,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fls,2008,usa,1,0.954883491503894
3976,18433193,31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhpi,2007,usa,1,0.9531030542433999
3977,18433405,37,b - black,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yfz350,2015,japan,1,0.9767755177301006
3978,18434630,35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,2021,usa,1,0.9346836287215772
3979,18436178,53,w - white,1 - male,1,n - not injured,mc - motorcycle,ong - orange,yamaha,rt100,2005,japan,0,0.9440243648221052
3980,18437235,33,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,yamaha,yzf750,2008,japan,1,0.9456903252331538
3981,18438459,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2006,usa,1,0.912962792414699
3982,18439815,25,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,honda,cbr600,2018,japan,1,0.9334526447146778
3983,18440073,21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2007,usa,1,0.9333921912923534
