person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year
27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2009
31,98 - other,1 - male,0,k - fatal injury,mc - motorcycle,whi - white,kawasaki,ninja zx,2017
21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,daytona,2017
58,b - black,1 - male,0,n - not injured,mc - motorcycle,blu - blue,harley-davidson,flhtk,2016
23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,fz6,2012
56,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,vtx1300,2006
64,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,er650,2007
70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mul - multicolored,harley-davidson,fxdl,2001
33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,2013
28,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,bge - beige,yamaha,yzfr6,2017
43,i - amer. indian/alaskan native,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,yzfr1,2017
19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,honda,c70,2014
70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,kawasaki,ninja zx,2008
32,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cmx250,2007
39,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,xv920,2
51,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xlh883,2008
32,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2008
28,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,trq - turquoise(blue),genuine scooter co.,buddy,2017
54,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gld - gold,honda,cbr600,1985
32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2003
24,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzfr1,2004
72,w - white,1 - male,1,n - not injured,mc - motorcycle,mar - maroon,harley-davidson,flhpei,2007
19,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,all other makes,unknown,2014
22,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,grn - green,kawasaki,zx600,2
34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fls,2012
44,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,vn900,2009
70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,honda,gl1800,2018
53,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,bge - beige,suzuki,gsx,2003
52,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,honda,cbr600,2003
47,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fld,2006
19,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2008
36,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,fxd,2016
58,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2011
27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,honda,sh150,1994
36,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,vs800,2003
18,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yz125,2011
40,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,flrt,2
24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,all other makes,unknown,2018
53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,kl650,2011
39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2017
51,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,yel - yellow,harley-davidson,fld,2008
30,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,yel - yellow,honda,cb300,2016
51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flstci,2005
55,w - white,1 - male,0,n - not injured,mc - motorcycle,red - red,victoria iron & metal,not applicable,2017
59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,2018
25,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,fz600,2008
43,w - white,1 - male,1,n - not injured,mc - motorcycle,grn - green,yamaha,xv1600,1999
55,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fltrx,2013
48,w - white,1 - male,0,k - fatal injury,mc - motorcycle,gry - gray,harley-davidson,fld,2015
49,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,bmw,r1150,2001
56,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fld,2008
25,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,suzuki,gsx,2005
28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,ninja zx,2015
59,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,flstn,2005
37,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,harley-davidson,flhtk,2015
44,b - black,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2015
47,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,kawasaki,1600,2007
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,honda,cb600,2005
37,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xg500,2015
31,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx-s1000,2005
38,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2001
36,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhtcui,2002
36,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,zx600,2006
33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,harley-davidson,fld,2007
35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,ninja zx,2007
47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2005
69,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,honda,cbr600,2012
33,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,victory motorcycles,gunner,2016
76,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,gl1800,2014
50,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2017
20,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,sil - silver,suzuki,gsx,2013
41,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,suzuki,c50,2007
64,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,flhc,2015
60,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,gld - gold,harley-davidson,flstc,2005
58,h - hispanic,2 - female,1,b - suspected minor injury,mc - motorcycle,grn - green,harley-davidson,fld,2017
36,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2014
44,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx,2017
27,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,yzf600,2007
58,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,victory motorcycles,vegas,2005
47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,2017
39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2003
32,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,red - red,harley-davidson,fltrxs,2017
54,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2017
25,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx600,2008
25,98 - other,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2013
35,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,kawasaki,zx1000,2005
55,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2009
35,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxdl,2003
51,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,honda,cbr600,1972
56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2004
27,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,atc110,2012
61,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,vn900,2009
47,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2003
40,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flhrc,2014
26,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,red - red,suzuki,gsx750,2007
17,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,tu250,2018
58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxdc,2009
42,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,flh80,2006
18,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,all other makes,unknown,2018
42,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhrci,2
68,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2012
57,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2007
56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhcs,2016
66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fltr,2009
44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx750,2004
24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,harley-davidson,fld,2014
62,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,yamaha,xv700,1992
19,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2008
40,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2017
47,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,vespa,gts,1966
31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2001
35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2008
30,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,blu - blue,diamond reo,unknown,2006
51,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,zx1200,2001
67,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,vtx1300,2006
23,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,fld,2016
20,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,ktm,390,2018
27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2011
32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vn1700,2011
44,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,triumph motorcycle,bonneville,2014
25,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,red - red,honda,cbr300,2017
37,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,dl650,2009
23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,xvs950,2014
46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2017
62,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2005
51,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,fld,2017
29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,honda,ctx1300,1998
29,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,yamaha,yzfr1,2009
34,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2017
20,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xlh883,2017
62,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr600,2004
32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2008
60,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,ple - purple,vespa,946,2007
41,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,gry - gray,harley-davidson,fld,2018
22,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,honda,vt750,2005
24,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,ls650,2005
39,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,honda,vt750,2003
68,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2
24,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2018
37,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2018
26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,rx50,2005
45,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fxdb,2006
59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,triumph motorcycle,bonneville,2013
27,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cb1000,2013
33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flst,2002
22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,yel - yellow,yamaha,fz6,2009
42,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhc,1998
28,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,honda,fl350,2016
26,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2008
28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,vfr800,2006
23,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,honda,cbr600,1982
56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2013
57,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2013
31,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,suzuki,gs400,2015
62,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,cbr600,1984
46,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhxs,2014
73,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,vt750,2001
34,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2006
63,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,fld,2005
35,a - asian,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,bmw,s 1000,201
33,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,yamaha,fz09,2016
24,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,kawasaki,ninja zx,2016
52,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,scr950,2011
45,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,yel - yellow,harley-davidson,flhc,2013
40,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2017
51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,98 - other (explain in narrative),bmw,s 1000,2015
52,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,ch80,2
23,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr600,1992
41,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,xl883,2017
34,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2004
32,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flht,2017
68,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,gld - gold,harley-davidson,flhtcuse,2006
