crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity,license_plate_state,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year
17273487.0,46.0,no charges,w - white,2019-09-06,friday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxdb (harley-davidson),2008
17275987.0,26.0,no charges,w - white,2019-09-06,friday,1 - male,1 - not worn,am - class a and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,yamaha,unknown (yamaha),2005
17277060.0,41.0,driving while license invalid,w - white,2019-09-06,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,yel - yellow,,harley-davidson,unknown (harley-davidson),2013
17280321.0,31.0,dwi 2nd,w - white,2019-09-06,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fld (harley-davidson),2007
17280519.0,21.0,no charges,w - white,2019-09-06,friday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2006
17285017.0,59.0,no charges,w - white,2019-09-06,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,bmw,r1200 (bmw),2004
17285167.0,31.0,no charges,h - hispanic,2019-09-06,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,hyosung,gd250r (hyosung),2016
17273516.0,18.0,no charges,h - hispanic,2019-09-07,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,honda,vtx1300 (honda),2006
17274581.0,44.0,"no liability insurance, expired registration",h - hispanic,2019-09-07,saturday,1 - male,1 - not worn,99 - unknown,0,un - unknown,99 - unknown,b - suspected minor injury,un - unknown,mc - motorcycle,blu - blue,,yamaha,unknown (yamaha),2001
17276149.0,54.0,no charges,h - hispanic,2019-09-07,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,xl1200 (harley-davidson),2014
17276347.0,51.0,no charges,w - white,2019-09-07,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,unknown (harley-davidson),2004
17278255.0,38.0,no charges,w - white,2019-09-07,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,mar - maroon,,harley-davidson,unknown (harley-davidson),2013
17280705.0,52.0,disregard no passing zone,w - white,2019-09-07,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,vn900 (kawasaki),2007
17280734.0,38.0,no charges,w - white,2019-09-07,saturday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,yamaha,yzfr6 (yamaha),2015
17280931.0,68.0,no charges,w - white,2019-09-07,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,ong - orange,,harley-davidson,xl883 (harley-davidson),2002
17280943.0,51.0,no charges,w - white,2019-09-07,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2018
17283592.0,23.0,driving while intoxicated,w - white,2019-09-07,saturday,1 - male,1 - not worn,98 - other/out of state,0,oh - ohio,1 - driver license,a - suspected serious injury,oh - ohio,mc - motorcycle,blu - blue,,harley-davidson,fxs (harley-davidson),2013
17327149.0,27.0,"fail to control speed, no motorcycle license",h - hispanic,2019-09-07,saturday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,suzuki,gsx-r600 (suzuki),2002
17274277.0,44.0,unsafe speed,w - white,2019-09-08,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,,harley-davidson,unknown (harley-davidson),2014
17274939.0,29.0,no charges,w - white,2019-09-08,sunday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2019
17275402.0,26.0,no charges,h - hispanic,2019-09-08,sunday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,ninja zx (kawasaki),2007
17275525.0,21.0,no charges,w - white,2019-09-08,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,honda,unknown (honda),2008
17276482.0,25.0,drivers license-code m,w - white,2019-09-08,sunday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,yel - yellow,,ducati,750 (ducati),2000
17276652.0,40.0,no charges,98 - other,2019-09-08,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,vrscr (harley-davidson),2006
17278576.0,65.0,no charges,w - white,2019-09-08,sunday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhp (harley-davidson),2011
17278717.0,23.0,no charges,w - white,2019-09-08,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,gry - gray,,yamaha,yzfr1 (yamaha),2013
17278887.0,20.0,fail to control speed,w - white,2019-09-08,sunday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,tan - tan,,kawasaki,en650 (kawasaki),2016
17280112.0,19.0,"failure to control speed, ftmfr, nol, no plate displayed",h - hispanic,2019-09-08,sunday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury,,mc - motorcycle,blk - black,,other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2019
17286915.0,68.0,no charges,h - hispanic,2019-09-08,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,grn - green,,harley-davidson,unknown (harley-davidson),1998
17287165.0,26.0,no charges,w - white,2019-09-08,sunday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury,,mc - motorcycle,sil - silver,,suzuki,m50 (suzuki),2002
17278330.0,49.0,no charges,b - black,2019-09-09,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhtcui (harley-davidson),1997
17279885.0,59.0,no charges,w - white,2019-09-09,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,unknown (harley-davidson),1999
17280103.0,49.0,no charges,w - white,2019-09-10,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,,yamaha,yw50 (yamaha),2015
17280235.0,49.0,no charges,w - white,2019-09-10,tuesday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,,harley-davidson,flstf (harley-davidson),2009
17283070.0,23.0,no charges,w - white,2019-09-11,wednesday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,other (explain in narrative),other (explain in narrative) (other (explain in narrative)),
17283612.0,35.0,fail to control speed,w - white,2019-09-11,wednesday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,suzuki,unknown (suzuki),2003
17284684.0,32.0,no charges,98 - other,2019-09-12,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,grn - green,,kawasaki,zx1000 (kawasaki),2011
17286674.0,26.0,no charges,w - white,2019-09-12,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,ctx700 (honda),2018
17286932.0,54.0,no charges,w - white,2019-09-13,friday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,fls (harley-davidson),2008
17287592.0,63.0,no charges,w - white,2019-09-14,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,unknown (honda),2005
17410414.0,29.0,no charges,w - white,2019-09-14,saturday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,yamaha,xv250 (yamaha),2007
17342287.0,32.0,evading arrest detention w/ vehicle,h - hispanic,2019-09-18,wednesday,1 - male,"2 - worn, damaged",98 - other/out of state,0,mx - mexico,1 - driver license,n - not injured,mx - mexico,mc - motorcycle,whi - white,,triumph motorcycle,daytona 675r (triumph motorcycle),2008
17329284.0,35.0,unsafe speed,w - white,2019-09-21,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,unknown (harley-davidson),2002
17331615.0,31.0,no charges,h - hispanic,2019-09-21,saturday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury,,mc - motorcycle,blu - blue,,suzuki,gsx-r600 (suzuki),2001
,,,,,,,,,0,,,,,,,,,,
17331809.0,68.0,unsafe speed,w - white,2019-09-24,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,harley-davidson,fxdwg (harley-davidson),1999
17337461.0,24.0,"no driver license, fail to maintain fincancial resp",w - white,2019-09-24,tuesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,honda,unknown (honda),2007
17336471.0,40.0,dwi 3rd or more,w - white,2019-09-25,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxdwg (harley-davidson),2011
17334498.0,25.0,no charges,w - white,2019-09-26,thursday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,genuine scooter co.,buddy (genuine scooter co.),2006
17406638.0,40.0,no charges,w - white,2019-09-26,thursday,2 - female,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,n - not injured,,mc - motorcycle,blk - black,,honda,unknown (honda),2007
17347722.0,42.0,no charges,h - hispanic,2019-09-27,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fxd (harley-davidson),2012
17327552.0,48.0,no charges,w - white,2019-09-28,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhtk (harley-davidson),2012
17331785.0,13.0,"unsafe speed, operate atv on public roadway",w - white,2019-09-28,saturday,2 - female,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury,,mc - motorcycle,red - red,,other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2019
17333340.0,40.0,"expired driver license, no motorcycle class m endorsement, drive while intoxicated",w - white,2019-09-28,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,honda,unknown (honda),2010
17328339.0,34.0,fail to drive in a single lane,w - white,2019-09-29,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,suzuki,gsx (suzuki),2017
17330718.0,66.0,no charges,w - white,2019-09-29,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2005
17331340.0,32.0,no charges,w - white,2019-09-29,sunday,2 - female,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,kawasaki,ex300 (kawasaki),1996
17333714.0,19.0,"unsafe speed, no class m license",w - white,2019-09-29,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,unknown (honda),2012
17341867.0,58.0,driving while intoxicated-1st offense,w - white,2019-09-29,sunday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhtcu (harley-davidson),1994
17328015.0,67.0,no charges,w - white,2019-09-30,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,kawasaki,vn1500 (kawasaki),2001
17344004.0,73.0,no charges,w - white,2019-09-30,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fld (harley-davidson),2006
17328490.0,51.0,no charges,h - hispanic,2019-10-01,tuesday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,yel - yellow,,suzuki,gsx (suzuki),2003
17327709.0,35.0,no charges,w - white,2019-10-02,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,unknown (honda),1999
17331136.0,30.0,no charges,w - white,2019-10-02,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,suzuki,gsx-r750 (suzuki),2015
17327530.0,52.0,no charges,h - hispanic,2019-10-03,thursday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,flstf (harley-davidson),2007
17328793.0,26.0,driving while intoxicated,w - white,2019-10-03,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,honda,cbr1000 (honda),2007
17330787.0,39.0,no charges,w - white,2019-10-03,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,harley-davidson,unknown (harley-davidson),1999
17332328.0,38.0,no charges,w - white,2019-10-03,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,whi - white,,harley-davidson,fls (harley-davidson),2014
17333178.0,30.0,no charges,w - white,2019-10-03,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,xg750 (harley-davidson),1995
17340952.0,29.0,no charges,w - white,2019-10-03,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,bro - brown,,kawasaki,1600 (kawasaki),1998
17330255.0,35.0,no charges,w - white,2019-10-04,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,unknown (honda),2002
17330711.0,23.0,fail to control speed,w - white,2019-10-04,friday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,kawasaki,ninja zx (kawasaki),2012
17334211.0,19.0,no charges,h - hispanic,2019-10-04,friday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,gry - gray,,yamaha,fz09 (yamaha),2014
17335908.0,48.0,no charges,w - white,2019-10-04,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,grn - green,,harley-davidson,fld (harley-davidson),2001
17327162.0,40.0,no charges,w - white,2019-10-05,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,bmw,g series (bmw),2019
17327167.0,54.0,no charges,b - black,2019-10-05,saturday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flhr (harley-davidson),2015
17327356.0,29.0,no charges,w - white,2019-10-05,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,suzuki,gsx-r600 (suzuki),2005
17327357.0,22.0,no charges,w - white,2019-10-05,saturday,2 - female,"2 - worn, damaged",98 - other/out of state,0,co - colorado,1 - driver license,b - suspected minor injury,co - colorado,mc - motorcycle,gry - gray,,harley-davidson,xg500 (harley-davidson),2016
17327860.0,24.0,no charges,w - white,2019-10-05,saturday,1 - male,"3 - worn, not damaged",a - class a,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,grn - green,,kawasaki,ninja zx (kawasaki),2013
17330833.0,38.0,"no drivers license when unlicensed-not cdl, operation of vehicle with expired license plate",w - white,2019-10-05,saturday,2 - female,1 - not worn,98 - other/out of state,0,al - alabama,1 - driver license,a - suspected serious injury,al - alabama,mc - motorcycle,whi - white,,harley-davidson,unknown (harley-davidson),2003
17330882.0,36.0,no charges,h - hispanic,2019-10-05,saturday,1 - male,"2 - worn, damaged",b - class b,0,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,whi - white,,kawasaki,unknown (kawasaki),2000
17331281.0,33.0,no charges,b - black,2019-10-05,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,suzuki,unknown (suzuki),2019
17334873.0,63.0,unsafe speed,w - white,2019-10-05,saturday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,flhrc (harley-davidson),2005
17336807.0,32.0,no charges,h - hispanic,2019-10-05,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,,suzuki,unknown (suzuki),2001
17342635.0,25.0,no charges,w - white,2019-10-05,saturday,1 - male,"2 - worn, damaged",bm - class b and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,unknown (honda),2009
17327858.0,38.0,"failed to display drivers license, failed to maintaine financial responsibility, displayed expired registration",h - hispanic,2019-10-06,sunday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2014
17328023.0,20.0,no charges,h - hispanic,2019-10-06,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,suzuki,gsx-r1000 (suzuki),2007
17328917.0,62.0,unsafe speed,w - white,2019-10-06,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,yamaha,unknown (yamaha),2009
17332037.0,50.0,"no proof liab ins, expired registration",w - white,2019-10-06,sunday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,suzuki,m50 (suzuki),2007
17332859.0,20.0,fail to drive in single lane,w - white,2019-10-06,sunday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,gry - gray,,buell,cyclone (buell),2008
17334364.0,55.0,no charges,b - black,2019-10-06,sunday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fltrx (harley-davidson),2015
17336004.0,45.0,improper driver's license for type vehicle,w - white,2019-10-06,sunday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,a - suspected serious injury,tx - texas,mc - motorcycle,bro - brown,,harley-davidson,unknown (harley-davidson),2011
17342682.0,50.0,no charges,b - black,2019-10-06,sunday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,k - fatal injury,tx - texas,mc - motorcycle,blk - black,,suzuki,vzr1800 (suzuki),2007
17344445.0,28.0,driving while license invalid,h - hispanic,2019-10-06,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,,kymco usa inc,people (kymco usa inc),2002
17348335.0,62.0,driving while intoxicated 2nd offense,w - white,2019-10-06,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2014
17399699.0,34.0,no charges,w - white,2019-10-06,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,honda,cb500 (honda),2014
17330370.0,24.0,no charges,w - white,2019-10-07,monday,2 - female,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,cb400 (honda),2007
17330430.0,67.0,no charges,w - white,2019-10-07,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,xl883 (harley-davidson),2016
17330572.0,23.0,no charges,w - white,2019-10-07,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,yamaha,unknown (yamaha),2001
17331388.0,57.0,no charges,h - hispanic,2019-10-07,monday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,honda,st1100 (honda),2006
17333905.0,26.0,no charges,h - hispanic,2019-10-07,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,yamaha,srx600 (yamaha),2008
17338943.0,39.0,no charges,w - white,2019-10-07,monday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,yamaha,yzfr1 (yamaha),2016
17340415.0,43.0,no charges,b - black,2019-10-07,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,sil - silver,,harley-davidson,fld (harley-davidson),2003
17331395.0,60.0,no dl/fmfr/failed to drive in single lane/fail to control sp,w - white,2019-10-08,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,,unknown,unknown (unknown),2019
17331813.0,58.0,unsafe speed,h - hispanic,2019-10-08,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,unknown (harley-davidson),2010
17332803.0,33.0,no charges,w - white,2019-10-08,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,honda,unknown (honda),2007
17349977.0,49.0,no charges,w - white,2019-10-08,tuesday,1 - male,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,flhr (harley-davidson),2014
17353036.0,49.0,no charges,h - hispanic,2019-10-08,tuesday,1 - male,1 - not worn,,0,,,a - suspected serious injury,,mc - motorcycle,red - red,12 - defective or slick tires,harley-davidson,unknown (harley-davidson),2000
17335813.0,22.0,no charges,h - hispanic,2019-10-09,wednesday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,honda,cmx250 (honda),2017
17338526.0,40.0,no charges,w - white,2019-10-09,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fls (harley-davidson),2010
17341106.0,44.0,no charges,w - white,2019-10-09,wednesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,mar - maroon,,harley-davidson,flt (harley-davidson),2019
17342716.0,33.0,no charges,w - white,2019-10-09,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,,honda,gl12 (honda),1999
17347878.0,24.0,"no class ""m"" endoresement for motorcycle",w - white,2019-10-09,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,98 - other  (explain in narrative),indian motorcycle co.,scout (indian motorcycle co.),2019
17334698.0,37.0,no charges,w - white,2019-10-10,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,fld (harley-davidson),2009
17336841.0,33.0,"dwli/dwls, no insurance, no mc endorsement",b - black,2019-10-10,thursday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,,suzuki,gsx-r600 (suzuki),2001
17343163.0,62.0,,w - white,2019-10-10,thursday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,,harley-davidson,flstc (harley-davidson),2002
17347313.0,49.0,no charges,h - hispanic,2019-10-10,thursday,1 - male,"3 - worn, not damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,,harley-davidson,fxsti (harley-davidson),2006
