,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year
0,37,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2007.0
1,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),suzuki,gsx-r600 (suzuki),2004.0
2,21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2017.0
3,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,rz500 (yamaha),2002.0
4,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdf (harley-davidson),2009.0
5,46,b - black,1 - male,1,n - not injured,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fxb (harley-davidson),2018.0
6,39,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),2007.0
7,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),honda,cbr600 (honda),1989.0
8,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2013.0
9,18,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2012.0
10,48,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2003.0
11,34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,vt700 (honda),2007.0
12,47,h - hispanic,1 - male,1,n - not injured,pm - police motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,zg1000 (kawasaki),2013.0
13,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,xr100 (honda),2003.0
14,23,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2018.0
15,41,w - white,1 - male,1,k - fatal injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cb600 (honda),2002.0
16,66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2016.0
17,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ex250 (kawasaki),2016.0
18,33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,unknown (harley-davidson),2012.0
19,30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,98 - other  (explain in narrative),yamaha,unknown (yamaha),2003.0
20,21,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),cpi motor company,unknown (cpi motor company),2013.0
21,26,b - black,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),kawasaki,ex300 (kawasaki),2017.0
22,46,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,10 - defective or no vehicle brakes,suzuki,unknown (suzuki),1988.0
23,22,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr600 (honda),2008.0
24,44,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhr (harley-davidson),2012.0
25,40,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2006.0
26,38,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2007.0
27,20,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2007.0
28,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2017.0
29,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),bmw,r1100 (bmw),2000.0
30,40,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2016.0
31,60,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2003.0
32,28,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,gsx-r1000 (suzuki),2005.0
33,34,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
34,22,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),honda,cbr600 (honda),2003.0
35,60,b - black,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
36,56,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2007.0
37,25,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2007.0
38,28,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,xvs650 (yamaha),2015.0
39,17,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,cbr1000 (honda),2008.0
40,27,i - amer. indian/alaskan native,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr600 (honda),2005.0
41,47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),kawasaki,zx600 (kawasaki),2000.0
42,33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2016.0
43,22,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,vulcan 2000 (kawasaki),2015.0
44,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flh80 (harley-davidson),2007.0
45,51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2016.0
46,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),honda,vtx1800 (honda),2002.0
47,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2005.0
48,75,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),bmw,r1200 (bmw),2012.0
49,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2004.0
50,29,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2007.0
51,65,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,bro - brown,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2014.0
52,49,w - white,1 - male,1,b - suspected minor injury,pm - police motorcycle,whi - white,98 - other  (explain in narrative),bmw,r1200 (bmw),2016.0
53,33,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),ducati,monster (ducati),2013.0
54,63,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,gl1100 (honda),2003.0
55,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),kawasaki,zg1200 (kawasaki),2001.0
56,65,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2017.0
57,36,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,zx1000 (kawasaki),2017.0
58,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fltrx (harley-davidson),2018.0
59,55,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2016.0
60,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdl (harley-davidson),2017.0
61,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhtcutg (harley-davidson),2017.0
62,20,w - white,1 - male,1,n - not injured,mc - motorcycle,whi - white,98 - other  (explain in narrative),kawasaki,ex650 (kawasaki),2017.0
63,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2017.0
64,26,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2013.0
65,22,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2016.0
66,40,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,crf1000 (honda),2002.0
67,23,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,gsx750 (suzuki),2015.0
68,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2015.0
69,22,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2004.0
70,36,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,vt1300 (honda),2015.0
71,27,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,unknown (suzuki),2012.0
72,23,i - amer. indian/alaskan native,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,an400 (suzuki),2007.0
73,55,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
74,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2008.0
75,48,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flhr (harley-davidson),2016.0
76,23,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2003.0
77,41,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flhtpi (harley-davidson),2006.0
78,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2016.0
79,29,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr600 (honda),2013.0
80,58,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,unknown (honda),1999.0
81,25,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xlh883 (harley-davidson),2016.0
82,39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2014.0
83,52,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,12 - defective or slick tires,harley-davidson,unknown (harley-davidson),2001.0
84,23,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2008.0
85,49,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdb (harley-davidson),2009.0
86,64,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),1997.0
87,45,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,vtx1300 (honda),2006.0
88,29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),genuine scooter co.,buddy (genuine scooter co.),2009.0
89,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),buell,blast (buell),2005.0
90,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),yamaha,fz6 (yamaha),2009.0
91,67,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),bmw,r1200 (bmw),2006.0
92,62,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
93,42,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),victory motorcycles,cross country (victory motorcycles),2012.0
94,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
95,57,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2015.0
96,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr500 (honda),2014.0
97,39,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2006.0
98,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
99,30,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),victory motorcycles,vx (victory motorcycles),2014.0
100,54,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxsts (harley-davidson),2005.0
101,37,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),indian motorcycle co.,chief (indian motorcycle co.),2016.0
102,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2001.0
103,26,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fld (harley-davidson),2017.0
104,23,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2004.0
105,51,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,xg750 (harley-davidson),2015.0
106,31,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,zx600 (kawasaki),2016.0
107,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),1995.0
108,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (harley-davidson),2009.0
109,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),1997.0
110,19,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr500 (honda),2016.0
111,60,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yiben,unknown (yiben),2016.0
112,71,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,gl1800 (honda),2018.0
113,32,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xlh883 (harley-davidson),2015.0
114,18,w - white,1 - male,0,k - fatal injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),suzuki,unknown (suzuki),1999.0
115,23,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vf700 (honda),2007.0
116,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx-r600 (suzuki),2005.0
117,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,xvs1300 (yamaha),2009.0
118,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yxr660 (yamaha),2009.0
119,25,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2004.0
120,18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2014.0
121,22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (harley-davidson),1997.0
122,21,w - white,1 - male,0,n - not injured,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),yamaha,yw50 (yamaha),2014.0
123,41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gld - gold,98 - other  (explain in narrative),yamaha,unknown (yamaha),2001.0
124,33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2017.0
125,59,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2009.0
126,43,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flht (harley-davidson),2017.0
127,46,b - black,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fltru (harley-davidson),2012.0
128,50,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2014.0
129,30,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),buell,lightning (buell),2005.0
130,20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),yamaha,fz6 (yamaha),2009.0
131,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),honda,unknown (honda),2007.0
132,33,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),suzuki,gsx (suzuki),2006.0
133,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2008.0
134,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),2008.0
135,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,xl100 (honda),2016.0
136,23,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr1000 (honda),2006.0
137,28,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),yamaha,fz09 (yamaha),2017.0
138,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,10 - defective or no vehicle brakes,yamaha,yzf600 (yamaha),2003.0
139,39,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsf600 (suzuki),2008.0
140,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),1993.0
141,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
142,23,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),victory motorcycles,unknown (victory motorcycles),2008.0
143,61,w - white,1 - male,1,k - fatal injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2004.0
144,39,a - asian,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),piaggio,bv (piaggio),2013.0
145,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),2007.0
146,53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),harley-davidson,flhtcui (harley-davidson),2006.0
147,35,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,10 - defective or no vehicle brakes,harley-davidson,vrsca (harley-davidson),2007.0
148,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,zr1000 (kawasaki),2008.0
149,25,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2004.0
150,48,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2015.0
151,36,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,c50 (suzuki),2008.0
152,37,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,kl600 (kawasaki),2017.0
153,29,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flde (harley-davidson),2015.0
154,37,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (harley-davidson),2011.0
155,12,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,crf125 (honda),2017.0
156,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,fxs (harley-davidson),2004.0
157,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),1999.0
158,18,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2011.0
159,63,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,xlx (harley-davidson),2016.0
160,19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),honda,unknown (honda),2006.0
161,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2009.0
162,24,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,99 - unknown,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2008.0
163,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xls (harley-davidson),1993.0
164,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),victory motorcycles,cross country (victory motorcycles),2017.0
165,36,w - white,1 - male,0,k - fatal injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),american iron horse,texas chopper (american iron horse),2006.0
166,43,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,m109r / vzr1800 (suzuki),2009.0
167,32,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,xlh (harley-davidson),2008.0
168,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),suzuki,gsx-r1000 (suzuki),2003.0
169,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
170,57,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (harley-davidson),1997.0
171,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ple - purple,98 - other  (explain in narrative),honda,unknown (honda),2007.0
172,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2004.0
173,39,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,xv1700 (yamaha),2007.0
174,19,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,nss250 (honda),2005.0
175,30,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2008.0
176,57,b - black,1 - male,0,n - not injured,mc - motorcycle,red - red,98 - other  (explain in narrative),victory motorcycles,unknown (victory motorcycles),2016.0
177,63,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,bro - brown,98 - other  (explain in narrative),kawasaki,zr750 (kawasaki),2018.0
178,20,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2017.0
179,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2006.0
180,50,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2012.0
181,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdf (harley-davidson),2010.0
182,25,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2012.0
183,25,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gs500 (suzuki),2003.0
184,58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),honda,unknown (honda),2008.0
185,34,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),kawasaki,kl650 (kawasaki),2017.0
186,41,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,12 - defective or slick tires,harley-davidson,flhr/i (harley-davidson),2002.0
187,53,99 - unknown,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),buell,unknown (buell),2000.0
