,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year
9208,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,gs500 (suzuki),2009.0
9209,48,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
9210,19,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr3 (yamaha),2001.0
9211,48,b - black,1 - male,1,k - fatal injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2003.0
9212,85,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,12 - defective or slick tires,yamaha,xc125 (yamaha),2007.0
9213,43,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2011.0
9214,34,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),yamaha,unknown (yamaha),2000.0
9215,70,w - white,1 - male,1,b - suspected minor injury,pm - police motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2011.0
9216,35,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2012.0
9217,54,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2013.0
9218,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flhrse4 (harley-davidson),2013.0
9219,35,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,zx1000 (kawasaki),2001.0
9220,42,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr1000 (honda),2011.0
9221,40,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cbr600 (honda),2006.0
9222,20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),1968.0
9223,16,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),unknown,unknown (unknown),2007.0
9224,51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,98 - other  (explain in narrative),genuine scooter co.,buddy (genuine scooter co.),2018.0
9225,48,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flht (harley-davidson),2014.0
9226,56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),kawasaki,vn750 (kawasaki),2002.0
9227,19,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr600 (honda),2009.0
9228,18,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),yamaha,xvs1100 (yamaha),2003.0
9229,38,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xls (harley-davidson),2016.0
9230,39,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,gld - gold,10 - defective or no vehicle brakes,harley-davidson,flhrsei (harley-davidson),2003.0
9231,60,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),indian motorcycle co.,chief (indian motorcycle co.),2021.0
9232,40,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),triumph motorcycle,thunderbird (triumph motorcycle),2010.0
9233,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2008.0
9234,36,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhx (harley-davidson),2011.0
9235,24,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2012.0
9236,25,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxb (harley-davidson),2020.0
9237,28,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
9238,29,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),2020.0
9239,57,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,flhc (harley-davidson),2008.0
9240,34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,zx1400 (kawasaki),2019.0
9241,56,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2016.0
9242,44,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,flhc (harley-davidson),2010.0
9243,12,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),suzuki,unknown (suzuki),2006.0
9244,43,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),honda,st1100 (honda),1995.0
9245,40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhx (harley-davidson),2007.0
9246,29,a - asian,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),honda,cbr600 (honda),2006.0
9247,34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),suzuki,unknown (suzuki),2017.0
9248,26,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,gld - gold,98 - other  (explain in narrative),aprilia,sl1000 (aprilia),2008.0
9249,27,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),suzuki,gs700 (suzuki),2016.0
9250,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),suzuki,gsx750 (suzuki),2001.0
9251,42,h - hispanic,2 - female,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),vespa,primavera (vespa),2021.0
9252,21,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,grn - green,98 - other  (explain in narrative),harley-davidson,xlh (harley-davidson),2016.0
9253,50,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),honda,gl1800 (honda),2017.0
9254,30,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,zx600 (kawasaki),2003.0
9255,68,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,vn1700 (kawasaki),2011.0
9256,23,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,er400 (kawasaki),2021.0
9257,28,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2019.0
9258,34,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2015.0
9259,59,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,gry - gray,98 - other  (explain in narrative),harley-davidson,fxdi (harley-davidson),2006.0
9260,36,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flstc (harley-davidson),2003.0
9261,63,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),1997.0
9262,18,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),suzuki,gsx (suzuki),2007.0
9263,58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flt (harley-davidson),2013.0
9264,28,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,flh80 (harley-davidson),2003.0
9265,19,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),2013.0
9266,54,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2014.0
9267,25,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),ktm,505 (ktm),2021.0
9268,31,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzf600 (yamaha),2016.0
9269,46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2020.0
9270,22,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),suzuki,gsx (suzuki),2007.0
9271,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
9272,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2008.0
9273,59,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),vespa,m198f (vespa),2017.0
9274,20,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2007.0
9275,38,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhtc (harley-davidson),2007.0
9276,36,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),indian motorcycle co.,scout (indian motorcycle co.),2021.0
9277,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gld - gold,11 - defective steering mechanism,honda,gl1100 (honda),2006.0
9278,38,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,cr-v (honda),2005.0
9279,41,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,vitara (suzuki),2009.0
9280,47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),all other makes,unknown (all other makes),2009.0
9281,47,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,11 - defective steering mechanism,kawasaki,zx1000 (kawasaki),2008.0
9282,68,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhc (harley-davidson),2000.0
9283,31,w - white,1 - male,0,k - fatal injury,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),honda,unknown (honda),2018.0
9284,37,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,gsx1300 (suzuki),2006.0
9285,22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2000.0
9286,42,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2008.0
9287,59,w - white,1 - male,1,k - fatal injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fls (harley-davidson),2008.0
9288,50,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2017.0
9289,35,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx-s750 (suzuki),2018.0
9290,38,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2008.0
9291,35,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2008.0
9292,52,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
9293,63,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),honda,gl1800 (honda),2003.0
9294,32,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),bmw,unknown (bmw),2019.0
9295,46,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),ducati,unknown (ducati),2008.0
9296,56,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2000.0
9297,26,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,yzfr3 (yamaha),2005.0
9298,41,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,fjr1300 (yamaha),2005.0
9299,21,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2015.0
9300,56,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,fl250 (honda),2009.0
9301,34,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),2007.0
9302,31,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2006.0
9303,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2022.0
9304,27,99 - unknown,99 - unknown,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),yamaha,fzs10 (yamaha),2001.0
9305,27,99 - unknown,99 - unknown,0,n - not injured,mc - motorcycle,red - red,98 - other  (explain in narrative),unknown,unknown (unknown),2007.0
9306,21,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2013.0
9307,52,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,12 - defective or slick tires,harley-davidson,fxs (harley-davidson),2013.0
9308,39,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,vn1500 (kawasaki),2007.0
9309,50,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,sil - silver,98 - other  (explain in narrative),suzuki,vl800 (suzuki),2006.0
9310,51,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,ctx1300 (honda),2014.0
9311,26,b - black,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),kawasaki,kz1000 (kawasaki),2006.0
9312,51,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flh80 (harley-davidson),2018.0
9313,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),triumph motorcycle,unknown (triumph motorcycle),2001.0
9314,53,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,bro - brown,98 - other  (explain in narrative),kawasaki,vulcan 2000 (kawasaki),2012.0
9315,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vtr1000 (honda),1998.0
9316,35,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2004.0
9317,37,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,gsx (suzuki),2015.0
9318,70,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),other (explain in narrative),other (explain in narrative) (other (explain in narrative)),2007.0
9319,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
9320,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,xv1000 (yamaha),2005.0
9321,26,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2000.0
9322,33,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2008.0
9323,33,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2013.0
9324,41,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,xl80 (honda),2020.0
9325,45,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,bro - brown,98 - other  (explain in narrative),indian motorcycle co.,scout (indian motorcycle co.),2018.0
9326,53,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,c-series (honda),2002.0
9327,20,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),honda,unknown (honda),2007.0
9328,20,a - asian,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,ninja zx (kawasaki),2007.0
9329,43,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhx (harley-davidson),2007.0
9330,63,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xlh1200 (harley-davidson),2006.0
9331,48,h - hispanic,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,vt1300 (honda),2010.0
9332,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),ducati,888 (ducati),2015.0
9333,26,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),honda,cbr600 (honda),2011.0
9334,62,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhri (harley-davidson),2004.0
9335,18,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mul - multicolored,98 - other  (explain in narrative),yamaha,yzfr1 (yamaha),2016.0
9336,29,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),suzuki,gsx750 (suzuki),2020.0
9337,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx1300 (suzuki),2008.0
9338,43,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),honda,cbr600 (honda),2006.0
9339,38,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxd (harley-davidson),2015.0
9340,46,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),suzuki,gsx1300 (suzuki),2004.0
9341,58,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,elw (harley-davidson),2005.0
9342,22,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,unknown (honda),2015.0
9343,32,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),suzuki,dl1000 (suzuki),2007.0
9344,51,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2015.0
9345,36,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2011.0
9346,43,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdbi (harley-davidson),2009.0
9347,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxdb (harley-davidson),2007.0
9348,20,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl1200 (harley-davidson),2020.0
9349,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),harley-davidson,flstn (harley-davidson),2015.0
9350,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),2011.0
9351,35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flsts (harley-davidson),2008.0
9352,41,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),honda,c125 (honda),2000.0
9353,29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,xv1000 (yamaha),2010.0
9354,76,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2005.0
9355,54,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),harley-davidson,flhp (harley-davidson),2015.0
9356,66,w - white,1 - male,1,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,fls (harley-davidson),2017.0
9357,16,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,fxs (harley-davidson),2006.0
9358,47,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xlx (harley-davidson),2002.0
9359,78,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),kawasaki,el250 (kawasaki),2009.0
9360,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2016.0
9361,26,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),suzuki,dr650 (suzuki),2007.0
9362,40,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),2003.0
9363,37,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,12 - defective or slick tires,harley-davidson,flhp (harley-davidson),2012.0
9364,55,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,unknown (suzuki),2009.0
9365,35,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2008.0
9366,46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhx (harley-davidson),2013.0
9367,20,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx (suzuki),2005.0
9368,50,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),buell,unknown (buell),2001.0
9369,57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2003.0
9370,57,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2003.0
9371,32,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2003.0
9372,17,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,98 - other  (explain in narrative),yamaha,unknown (yamaha),2016.0
9373,20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2010.0
9374,27,w - white,1 - male,0,n - not injured,mc - motorcycle,sil - silver,98 - other  (explain in narrative),honda,unknown (honda),1997.0
9375,46,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,elw (harley-davidson),2006.0
9376,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),yamaha,unknown (yamaha),2021.0
9377,55,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,trq - turquoise(blue),98 - other  (explain in narrative),kawasaki,unknown (kawasaki),2009.0
9378,27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,98 - other  (explain in narrative),yamaha,yzfr6 (yamaha),2006.0
9379,33,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),suzuki,gsx-r1000 (suzuki),2005.0
9380,26,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,xl883 (harley-davidson),2017.0
9381,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,98 - other  (explain in narrative),harley-davidson,xlh1100 (harley-davidson),2007.0
9382,30,w - white,1 - male,0,n - not injured,mc - motorcycle,mar - maroon,98 - other  (explain in narrative),kawasaki,unknown (kawasaki),1994.0
9383,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),suzuki,gsx-r600 (suzuki),2013.0
9384,37,w - white,1 - male,0,k - fatal injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),indian motorcycle co.,scout (indian motorcycle co.),2017.0
9385,71,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,98 - other  (explain in narrative),harley-davidson,fls (harley-davidson),2007.0
9386,50,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,98 - other  (explain in narrative),bmw,r1200 (bmw),2014.0
9387,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2007.0
9388,54,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,98 - other  (explain in narrative),harley-davidson,fxdl (harley-davidson),1999.0
9389,46,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,unknown (harley-davidson),2013.0
9390,34,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,98 - other  (explain in narrative),kymco usa inc,people (kymco usa inc),2010.0
9391,40,w - white,1 - male,1,b - suspected minor injury,pm - police motorcycle,blk - black,98 - other  (explain in narrative),bmw,r1200 (bmw),2018.0
9392,57,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,98 - other  (explain in narrative),honda,vtx1300 (honda),2009.0
