crash_id,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year,vehicle_make_country,injury_binary
17255723,22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flhc,2019,USA,1
17260717,35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,flhc,2018,USA,1
17260309,57,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,victory motorcycles,v92,2,Other,1
17249479,54,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,dt200,2006,Japan,1
17249692,30,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2013,USA,1
17249930,26,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,dr750,2015,Japan,1
17250256,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2017,USA,1
17251260,52,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2007,Japan,1
17256450,30,a - asian,2 - female,1,b - suspected minor injury,mc - motorcycle,gry - gray,kymco usa inc,compagno,2015,Other,1
17256819,37,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,xlh1100,2017,USA,0
17258102,67,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,gl1100,2019,Japan,1
17258528,36,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,vn800,1997,Japan,1
17260680,58,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,victory motorcycles,cross country,2015,Other,1
17250543,43,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,2018,USA,1
17252968,51,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,triumph motorcycle,bonneville,2012,Other,1
17254124,47,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,yzfr1,198,Japan,1
17254125,50,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2004,USA,1
17254135,64,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,fld,2011,USA,1
17255492,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,xlh1100,2018,USA,1
17255591,71,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ar50,2012,Japan,1
17258529,24,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,ktm,390,2018,Austria,1
17252158,65,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxrs,1997,USA,1
17254533,20,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,bonneville,2011,Other,1
17254551,32,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,flt,2013,USA,0
17255309,36,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2012,USA,1
17255257,50,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fls,2007,USA,1
17256991,51,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2004,USA,1
17258293,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr300,2015,Japan,1
17259535,38,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,1992,USA,1
17257431,46,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fls,2014,USA,1
17257692,53,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,gld - gold,harley-davidson,fld,2004,USA,1
17257705,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,yel - yellow,suzuki,m50,2008,Japan,1
17258000,25,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,vs1400,1995,Japan,1
17258291,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,er650,2009,Japan,1
17259894,46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,vt1100,2002,Japan,1
17261160,29,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,vt600,1994,Japan,1
17302638,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flhtcui,201,USA,1
17304124,26,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,suzuki,gsx-r600,2008,Japan,1
17303030,44,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxdf,2012,USA,1
17308101,60,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,bro - brown,harley-davidson,fld,2006,USA,1
17311503,39,w - white,1 - male,1,k - fatal injury,mc - motorcycle,mar - maroon,suzuki,m109r / vzr1800,2006,Japan,1
17301857,50,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2016,USA,1
17302786,55,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,vtx1300,2004,Japan,1
17308289,46,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2005,USA,1
17306019,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxcw,2008,USA,1
17310057,69,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,indian motorcycle co.,chieftain,2017,Other,1
17314658,33,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,dr750,1996,Japan,1
17315144,27,w - white,1 - male,0,n - not injured,mc - motorcycle,sil - silver,harley-davidson,fxd,2009,USA,0
17302945,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,2004,Japan,1
17305524,45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,xl1200,2016,USA,1
17305027,28,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxe,2019,USA,1
17302177,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,mt10,2018,Japan,1
17304779,23,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2019,USA,1
17307755,42,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fxdwgi,2005,USA,0
17309466,53,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flhs,2009,USA,1
17302263,30,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flstc,2012,USA,1
17303707,34,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,mul - multicolored,suzuki,gsx,2003,Japan,1
17305792,31,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,xl1200,2006,USA,1
17316067,51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr1000,1983,Japan,1
17301932,36,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,honda,gl1100,2018,Japan,1
17303727,24,h - hispanic,2 - female,1,b - suspected minor injury,mc - motorcycle,yel - yellow,honda,cmx250,2017,Japan,1
17308077,56,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,kymco usa inc,people,2005,Other,1
17311942,66,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flstc,2011,USA,1
17318592,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,vfr750,2007,Japan,1
17323219,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx600,2002,Japan,1
17301532,68,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flstc,201,USA,1
17303959,40,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,flt,2017,USA,1
17305139,44,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxdbi,2014,USA,1
17306256,41,b - black,1 - male,0,k - fatal injury,mc - motorcycle,red - red,yamaha,yzfr1,2007,Japan,1
17307485,69,b - black,1 - male,0,k - fatal injury,mc - motorcycle,whi - white,honda,vfr750,1994,Japan,1
17307927,22,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,kawasaki,ex400,2018,Japan,1
17308293,35,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2003,Japan,1
17317039,62,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fld,1995,USA,1
17318274,28,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,honda,cbr600,2007,Japan,1
17320029,67,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2019,USA,1
17301612,23,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,whi - white,vespa,px,2015,Other,1
17301693,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flsl,2015,USA,1
17304296,22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,mt10,2019,Japan,1
17306011,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,hyosung,gt250,2016,Other,1
17307514,58,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2019,USA,1
17309559,48,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,bmw,r1200,2014,Germany,1
17319176,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx-r750,2004,Japan,1
17322089,38,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,all other makes,unknown,2007,Other,1
17304228,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,2017,USA,1
17305357,35,i - amer. indian/alaskan native,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,1998,USA,1
17310117,32,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,xl100,2008,Japan,1
17318727,19,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ex300,2015,Japan,1
17306394,41,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx-r600,2017,Japan,1
17306559,20,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,kaf400,2019,Japan,1
17309674,71,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,suzuki,gsx,2004,Japan,1
17317177,35,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2005,USA,1
17323169,58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flhtcu,201,USA,1
17307657,22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cb600,2001,Japan,1
17308127,22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,ex650,2017,Japan,1
17310383,31,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,indian motorcycle co.,scout,2017,Other,0
17311018,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flhtcutg,2014,USA,1
17311883,42,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,flhtcu,2012,USA,1
17315181,21,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx1250,2011,Japan,1
17317351,25,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,yamaha,it250,2019,Japan,1
17311494,36,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2016,USA,1
17322742,26,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,fls,2017,USA,1
17371089,18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,bn125,2018,Japan,1
17312897,27,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gs1000,2002,Japan,1
17319305,38,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,honda,vt1100,2007,Japan,1
17319630,49,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx600,2007,Japan,1
17322227,23,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,honda,cbr1000,2012,Japan,1
17323873,70,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,cbr600,2,Japan,1
17313595,27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,flhc,2019,USA,1
17313991,39,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx,2007,Japan,1
17314230,19,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr500,2018,Japan,1
17315359,43,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,honda,cbr600,1997,Japan,1
17316574,34,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2001,USA,1
17316761,30,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2017,USA,1
17319675,39,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,2006,Japan,1
17322187,43,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,volkswagen,unknown,201,Other,1
17321896,37,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,yamaha,yw50,2014,Japan,1
17321930,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,zero motorcycles inc,s,2012,Other,1
17323535,28,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vn1700,2012,Japan,1
17323622,68,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,2012,USA,1
17318561,38,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,2011,USA,1
17320171,32,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flht,2019,USA,1
17320936,41,w - white,1 - male,0,n - not injured,mc - motorcycle,red - red,yamaha,xj650,1982,Japan,0
17321538,31,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,98 - other (explain in narrative),honda,cbr600,2004,Japan,1
17323983,27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,xl1200,2004,USA,1
17325395,47,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2004,Japan,1
17321489,56,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,flhp,2014,USA,1
17321573,54,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xls,2019,USA,1
17325155,27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,vn800,1998,Japan,1
17377278,28,w - white,1 - male,1,n - not injured,mc - motorcycle,ple - purple,yamaha,xvs65,2003,Japan,0
17383043,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxse,2016,USA,1
17384014,26,b - black,1 - male,0,n - not injured,mc - motorcycle,bge - beige,polaris,slingshot,2017,Other,0
17323459,67,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2005,USA,1
17325171,30,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2018,USA,1
17325232,53,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2002,USA,1
17325473,43,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,whi - white,honda,vfr800,2006,Japan,1
17379153,43,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,zx1000,2014,Japan,1
17388214,48,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxdb,2016,USA,1
17377638,24,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,yel - yellow,suzuki,gsx,2005,Japan,1
17368922,49,i - amer. indian/alaskan native,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhrci,2005,USA,1
17373489,52,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,1994,Japan,1
17369181,57,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flstfi,2014,USA,1
17373701,56,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,fltc,2003,USA,1
17377729,32,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,2018,USA,1
17392465,38,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,yamaha,fz1,2007,Japan,1
17373624,55,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,bmw,r1200,2008,Germany,1
17370810,54,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fxdwg,2014,USA,0
17391234,33,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,xr70,2014,Japan,1
17367533,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,yel - yellow,yamaha,srx600,2006,Japan,1
17369760,62,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gld - gold,honda,cbr600,1991,Japan,1
17371052,49,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,suzuki,gsx,2,Japan,1
17373445,59,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhr,2,USA,1
17367324,53,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fld,2,USA,1
17368062,66,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,xl1200,2004,USA,1
17368316,29,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,kawasaki,ninja zx,2009,Japan,1
17368904,64,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gry - gray,harley-davidson,fld,2006,USA,1
17370846,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhp,2005,USA,1
17375801,40,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxe,1972,USA,1
17376282,52,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,bro - brown,genuine scooter co.,buddy,2012,Other,1
17377047,28,w - white,1 - male,1,k - fatal injury,mc - motorcycle,gry - gray,honda,cbr600,2002,Japan,1
17383241,38,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,derbi,atlantis 50,2015,Other,1
17372382,25,w - white,1 - male,1,n - not injured,mc - motorcycle,blu - blue,yamaha,xvs1100,2005,Japan,0
17377244,69,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fltrxs,2017,USA,1
17388194,25,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,ducati,monster,2015,Italy,1
17367325,27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,honda,sh150,2008,Japan,1
17367551,27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,1995,Japan,1
17368269,41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,bro - brown,harley-davidson,flh80,1999,USA,1
17371239,67,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,bro - brown,harley-davidson,flhc,2011,USA,1
17371592,26,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx650,2006,Japan,1
17373044,19,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,hyosung,gt250,2016,Other,1
17370502,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,gld - gold,harley-davidson,fxs,2013,USA,1
17373019,37,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,red - red,kawasaki,br125,2018,Japan,1
17373601,48,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,honda,nc750,2002,Japan,1
17374089,64,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,bro - brown,harley-davidson,flhc,2019,USA,1
17376623,55,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2008,USA,1
17378976,25,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,blk - black,ducati,scrambler,2018,Italy,0
17369741,25,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,ktm,380,2017,Austria,1
17372215,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,zx600,2009,Japan,1
17373414,60,w - white,1 - male,0,n - not injured,mc - motorcycle,ong - orange,harley-davidson,xl1200,2009,USA,0
17374871,30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2016,Japan,1
17377756,47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,honda,cbr600,2017,Japan,1
17380951,32,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2002,Japan,1
17384417,47,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,flh80,2009,USA,1
17386631,30,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cm250,2015,Japan,1
17374218,56,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,yamaha,yf60,2005,Japan,0
17375036,23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,rocket iii,2006,Other,1
17378331,34,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2015,USA,1
17390867,43,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2005,Japan,1
17377704,20,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,mt-01,2019,Japan,1
17379208,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxs,2009,USA,1
17381984,34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2005,Japan,1
17378950,23,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx-r600,2019,Japan,1
17379048,68,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,triumph motorcycle,speedmaster,2013,Other,1
17379281,38,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,can-am,spyder roadster,202,Other,1
17381609,58,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,mar - maroon,suzuki,gsx,2001,Japan,1
17388289,34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,2009,Japan,1
17379934,36,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhrc,201,USA,1
17380371,24,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,crf125,2018,Japan,1
17380470,31,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2011,USA,1
17382595,50,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,flstfi,2005,USA,1
17382803,42,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl883,2002,USA,1
17383216,50,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2007,Japan,1
17383625,48,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,2016,USA,1
17384414,53,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,flstf,2011,USA,1
17386668,33,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,victory motorcycles,high-ball,2013,Other,1
17388232,39,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flht,2013,USA,1
17388354,38,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2017,Japan,1
17391981,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhri,2019,USA,1
17382673,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fxdli,2006,USA,1
17385203,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fxd,2008,USA,1
17385783,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,xv1700,2006,Japan,1
17386406,24,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,husqvarna,supermoto701,2018,Other,1
17389683,56,w - white,1 - male,1,k - fatal injury,mc - motorcycle,red - red,harley-davidson,fld,2012,USA,1
17390368,35,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,hyosung,gt250,2019,Other,1
17387280,25,w - white,1 - male,0,n - not injured,mc - motorcycle,sil - silver,yamaha,xj650,1982,Japan,0
17388666,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,yzfr1,2007,Japan,1
17386024,56,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxs,2005,USA,1
17386470,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2007,Other,1
17387985,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2013,USA,1
17387139,20,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,fz1,2005,Japan,1
17387438,61,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,grn - green,harley-davidson,flht,2001,USA,1
17388145,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxlr,2017,USA,1
17388613,66,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,honda,cbr600,2007,Japan,1
17390005,24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,ducati,monster,2007,Italy,1
17390048,50,b - black,2 - female,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,pcx,2015,Japan,1
17392467,19,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,fz09,2016,Japan,1
17436391,39,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,fld,202,USA,1
17443483,24,99 - unknown,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx-r750,2018,Japan,1
17446649,33,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx,2002,Japan,1
17450956,40,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,harley-davidson,fld,2018,USA,1
17439666,51,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhc,2014,USA,1
17434228,43,a - asian,1 - male,1,n - not injured,mc - motorcycle,blu - blue,triumph motorcycle,bonneville,2012,Other,0
